person_id,baseline_memory,training,engagement_after,help_seeking_after,memory_after
488,70.57432806,1,1.37357505,2.72668230,67.80987932
489,51.53395080,1,1.72086760,-0.92576968,57.26102646
490,53.95075499,1,0.54347573,2.13345746,56.58553962
491,44.91880163,0,0.03492255,-0.92158065,51.49244442
492,49.57797415,0,0.45781647,-0.72567885,56.00550990
493,49.66995130,1,1.64800885,2.19871863,48.19543551
494,62.52399470,1,-0.29186716,0.30083026,62.80411344
495,61.42827830,1,1.43243635,1.26288604,59.17523641
496,49.41886710,1,1.63041183,3.13947984,51.75326820
497,32.16682377,0,-1.16835166,-0.41635814,31.86222203
498,49.99557039,1,1.05957058,0.00941252,54.05306525
499,56.92179999,1,0.80258014,1.83594087,52.71253230
500,44.94159606,0,-0.41147423,0.25896138,43.47667203
501,41.18529361,0,0.65948180,-0.09812248,46.03515881
502,42.31757559,1,2.34689984,0.68274227,49.61763836
503,35.24196184,0,-0.80254674,1.83358761,35.74047166
504,38.72690729,1,1.69879978,1.78522203,44.19257462
505,62.98801425,1,1.35292482,0.04451523,62.63122799
506,38.65222133,1,0.62098165,0.63573532,46.40515654
507,48.05805808,0,-0.52335047,1.31669309,47.27944830
508,49.13376881,1,1.22056921,-0.40998966,55.30903517
509,43.66781122,0,-0.23534686,0.97250113,48.94921254
510,58.25954399,0,-0.35088752,2.43066287,51.42305385
511,55.30478041,1,1.32154096,1.66458945,59.56623300
512,64.90126257,0,0.28115578,0.40073449,60.40471178
513,40.62989781,0,0.41655419,0.12276994,47.28637017
514,57.58805735,1,1.15941982,1.82203832,56.29491180
515,49.16504947,0,-0.15986466,1.32008374,40.88453048
516,53.87506242,0,-0.32272673,1.43208521,51.74583511
517,57.43731020,1,0.60787043,1.29316861,56.44904936
518,76.59764305,1,2.74805528,1.71140490,72.68303681
519,59.52080758,1,1.64761403,1.12371338,66.59037668
520,44.14515321,0,0.28703629,0.09533904,40.55204629
521,46.33167960,0,0.17946306,-1.18754883,50.95526926
522,47.49544628,1,0.09143273,1.29217442,46.99163357
523,47.54386397,0,-0.65797413,0.21216509,47.02900528
524,49.10365306,1,1.18313707,-0.13694103,58.26945788
525,54.95542956,1,0.64615346,-0.08863627,57.89630915
526,41.86802303,0,0.71638404,2.24719617,45.05084112
527,67.42578236,1,1.84491133,0.89806703,69.01063944
528,60.99971851,1,0.61815507,1.12733196,58.35319139
529,54.73013580,1,2.43667507,0.95515119,56.10266457
530,59.07054937,0,-0.29528032,-1.03347293,57.28287299
531,39.95132329,1,1.53953920,1.12504507,48.64770183
532,33.08312407,0,0.01025491,-0.24087389,41.94938884
533,48.26726572,1,0.72416414,1.26895165,53.68465582
534,45.52825331,1,0.00097182,0.07963786,50.04870567
535,71.95661881,1,1.19403503,1.87301538,65.80148316
536,59.65149648,0,-0.07744903,0.34487589,52.66535563
537,51.28889309,0,0.80755109,-1.07403011,52.59024103
538,38.48256394,0,-0.53340098,1.04245746,39.95486432
539,46.75282038,0,1.26886519,-1.24337456,54.19590123
540,31.27599838,0,0.20805440,-1.97680926,42.37789846
541,53.34601856,1,0.34770262,-0.23204651,56.76675433
542,41.94024127,1,2.13386537,0.60820895,50.26431261
543,39.95061619,1,1.88312292,1.36579878,47.97068988
544,42.54643926,1,-0.46981395,2.71217805,35.08231489
545,48.74633636,1,0.86699715,1.77226253,49.94508398
546,39.33230635,1,0.64594575,1.47352360,48.57348710
547,49.60393630,0,0.04020183,-0.06956004,54.65164820
548,53.29898667,1,0.97864703,0.42590813,54.28162766
549,37.90199449,0,2.31935228,1.42767915,45.27938630
550,54.84902514,0,0.15076069,-0.37467144,53.33926153
551,56.55367563,1,0.91022899,0.80289262,64.60589243
552,71.79789521,1,1.27888222,3.32732589,65.15215604
553,44.15162887,0,1.29913731,-0.38400059,47.21904926
554,48.16335871,0,-0.69123501,1.33238152,46.76262089
555,45.45724457,0,0.53226944,-0.27698306,49.77459630
556,64.78715279,1,1.21065304,2.30392056,60.43962671
557,28.06534418,0,0.00616073,0.27179956,38.75349938
558,60.32027108,0,-0.43595308,-1.06119200,57.38044641
559,54.26434422,1,2.03748094,1.05386058,55.75339248
560,58.18814024,1,1.66343591,1.24989686,59.91431534
561,36.44328806,0,0.42994011,-0.80771380,43.26176485
562,44.34560387,0,-0.35230949,-0.12584295,47.06599398
563,57.80976014,1,3.23706558,1.31016631,59.69077459
564,48.67762555,0,0.67217294,-1.54989076,57.57536028
565,45.77051230,0,0.35419180,-1.96112952,55.26113040
566,70.26410247,1,0.03138016,1.17923286,63.70567370
567,60.26342708,0,0.32777517,0.47411187,55.09837890
568,33.85387944,0,1.40189473,0.18072392,39.69267981
569,57.40933711,0,-0.09847972,2.18796685,53.14584617
570,49.58682687,0,0.25077296,-0.30482637,50.49673021
571,63.40145686,1,1.91430169,0.19546924,63.63380511
572,55.11366378,0,-0.75239931,-1.21329536,53.64550663
573,56.77910700,1,0.00557987,0.89204282,56.13441935
574,49.80467844,0,-0.30257010,0.21019002,55.06188570
575,68.19672129,1,0.46124531,3.57168490,57.78889572
576,51.59937026,1,0.60494971,0.31011551,54.17369376
577,58.81916868,1,2.11190695,0.21939853,59.35029061
578,56.09851185,0,-0.93817558,-1.99528018,56.47252234
579,51.45324066,1,1.49748185,0.69145500,49.01411907
580,34.29162122,0,0.28040118,0.52003336,48.92648051
581,43.82422815,0,0.71792419,-0.97030210,51.19480448
582,52.87575934,0,-0.61393886,0.75278222,47.62475773
583,53.61617030,0,0.86089104,-0.99552017,62.57568769
584,56.82160952,1,1.59286607,2.17695968,58.50018437
585,62.61047604,1,1.30336924,0.53031454,62.42913584
586,61.01537807,1,1.36303453,-1.23608766,67.80740795
587,61.27550336,0,-0.85746513,0.11478423,61.05869860
588,44.24346502,0,-0.63845039,0.58406948,44.09466141
589,51.19568219,0,-0.78068632,1.75495529,45.35126540
590,40.79268505,0,-0.15287439,0.50731673,38.18613020
591,52.40491190,0,-0.83075678,0.06598322,47.26828756
592,49.00343595,0,-1.24911139,0.94263885,48.29721085
593,49.27898346,1,0.85690185,0.77526843,51.48898141
594,59.34632456,0,0.67743953,1.72486322,46.14800154
595,35.90385021,0,1.08801449,-0.81920409,46.15961734
596,66.40316178,1,1.25331029,0.83840113,65.49009672
597,44.11338951,0,0.26746806,0.73129980,44.39741495
598,53.34874074,0,-1.21454560,2.15302279,41.83731565
599,67.75419421,1,0.40171162,0.94571793,66.93816210
600,69.42358500,1,0.70550154,-0.30021042,70.10892491
601,44.60196215,0,1.00117472,-1.07684063,49.63162495
602,65.52598255,1,1.47116287,0.60769674,65.23457786
603,59.14770123,0,-0.76340935,-0.33674607,59.38207889
604,62.61997143,1,1.85937821,1.64470773,64.21744038
605,56.64135936,0,0.41933187,0.50077762,60.22647765
606,51.60780531,1,1.28613292,0.97696403,53.18973206
607,34.79658037,0,-0.24334501,1.89298380,40.17048074
608,48.01383865,0,-0.68653194,0.03925183,54.12504003
609,60.87388728,1,0.33299942,0.93763910,61.52496406
610,42.17648018,0,1.43513295,-2.35554632,47.22766371
611,62.36336919,0,0.94323212,0.86482382,55.54155129
612,22.33395885,0,1.19407602,-0.24245177,30.32474103
613,56.40066210,0,0.53198233,0.09491708,54.25386614
614,44.61123099,0,0.45338596,-1.66452510,47.89998457
615,67.23036467,1,0.75546880,-0.05913702,64.35021757
616,45.78843896,0,1.37254695,-1.25162229,51.93856817
617,31.80936794,1,0.70999382,2.88615965,37.06004838
618,38.40679316,0,0.67032073,-4.28173462,51.72309353
619,36.19310794,0,0.14426454,0.99226091,39.93882716
620,56.18481587,1,1.61744179,2.92658443,57.24676482
621,49.17137890,0,0.07557562,0.24730644,49.24789726
622,49.80848753,1,1.25728794,1.08817267,54.65302635
623,29.48591293,0,0.07288670,1.77164308,30.24659624
624,47.77746310,1,1.03109581,2.62319463,42.68769516
625,52.89117288,1,1.35662431,3.33616895,53.54783601
626,56.17079626,1,0.89855840,0.62456354,60.52429688
627,45.92085994,0,-0.13974802,-0.68331280,45.64132177
628,25.45860639,0,-0.19923590,-0.55858674,32.51575111
629,46.44875417,0,0.74496434,-2.13843809,46.37509950
630,49.17440710,1,1.04206673,1.04802125,44.74741310
631,48.72925916,1,1.46676457,1.50197026,51.21832557
632,30.14562434,0,0.72580734,-0.26014318,38.77111012
633,49.32709402,1,2.19197535,0.67107447,54.01829359
634,30.42352707,0,-0.60020688,-1.25928425,32.86556727
635,69.30610422,1,2.40791904,3.38211908,65.72947185
636,44.95662498,0,-0.72891471,1.09551530,40.88176558
637,60.30287289,1,1.32235239,1.92643281,60.44434475
638,51.00909627,1,1.56618511,-0.16478572,50.66908136
639,56.20440902,1,1.37778466,-0.14320171,58.21599502
640,58.73878531,1,0.76302608,0.36172096,57.97461711
641,40.60438120,0,0.29537835,0.03192515,47.14087237
642,45.47224226,0,0.51026316,-1.70067567,46.36268804
643,60.82711060,1,1.82172876,0.25599122,63.10622109
644,49.63999089,0,-0.52891422,-0.10646908,49.88105297
645,55.14978756,1,0.39631912,1.96033520,54.83641890
646,51.84714335,0,0.83931071,-0.59469257,55.60109612
647,43.03430601,0,-0.81419270,0.03000271,46.24102698
648,59.28212392,0,0.51655496,-1.71623905,62.24349656
649,36.29726467,0,0.70556463,2.77266673,35.71816109
650,51.23419875,1,2.38041978,1.04070255,56.84063724
651,44.38106423,1,-0.42051626,1.82098255,44.49059454
652,33.44342090,0,-0.37572847,-2.21857284,38.75418889
653,50.01237799,1,2.19380123,1.61224169,47.61120968
654,55.40069092,1,2.37398410,0.72850229,56.38757749
655,32.33648758,0,0.28303467,-1.84841224,38.16562635
656,44.26675828,0,0.38811987,-0.31086624,42.86979886
657,30.43471531,1,0.40620997,2.10873253,38.21732232
658,75.07986090,1,1.84525297,0.96439080,72.54150084
659,38.43418070,0,-0.87086076,1.80505093,38.52030264
660,34.48728605,0,0.06997872,1.35784240,29.16562045
661,65.45283184,1,-0.54557945,0.11304377,56.44020552
662,59.14034527,1,1.38328890,2.60146151,55.16593804
663,57.94408619,1,2.40000650,1.21855070,54.38460097
664,70.35322119,1,1.34506292,3.58400790,66.35433137
665,53.28848160,1,0.57039093,-1.20909482,59.14307451
666,46.57513590,1,1.79440255,1.62822221,49.62629846
667,33.92943975,0,0.21863831,-0.99022486,42.22433615
668,40.48292869,0,0.92869935,-0.46334483,46.86797222
669,61.05877515,1,1.83141604,2.76409901,56.52032363
670,41.62354918,1,1.46956813,0.18632831,54.85022011
671,46.27155916,0,-0.74991319,0.08926615,41.51616763
672,43.58544539,1,1.46860791,-0.09107448,55.19922165
673,33.29017824,0,0.10798893,-2.21301377,42.17438658
674,50.75546445,1,0.54992796,2.08825380,49.07770204
675,48.16510868,0,-0.08691261,0.86470293,44.73433938
676,33.56566224,1,2.05630652,1.49518273,34.69032102
677,61.74158442,1,1.18011044,2.64961184,50.73661994
678,46.19732263,1,1.48462763,-0.08739862,55.76444025
679,56.06990675,1,0.86259928,1.71004748,53.12317170
680,63.36697021,1,2.23248945,0.07453477,65.76412554
681,40.50062091,0,-0.46906715,-0.40748531,41.25943814
682,52.19484389,0,-1.08870152,1.22070860,49.96726227
683,64.75807775,1,1.67674795,-0.89936878,71.23558257
684,43.36593622,0,-0.49146146,-1.10976402,46.24113608
685,52.59716838,1,0.97131946,1.74857479,55.18523530
686,61.35665825,0,-1.23829328,1.20602355,51.97305176
687,41.55659035,0,0.35243435,0.24392854,40.46806096
688,50.53393870,0,1.03160219,0.92882044,43.04939555
689,50.21449315,0,-0.45945738,1.16015550,50.82830304
690,52.75355985,0,-0.16205319,-0.33701192,55.80997797
691,57.97221767,0,-0.04015138,-0.41708450,54.54615475
692,38.76211329,0,-1.05579268,-0.19916763,40.85295593
693,53.73679427,1,2.23115628,-0.14683180,58.58704862
694,27.58488021,0,-0.35069917,1.18587542,35.77226527
695,55.67802006,1,0.74696385,2.41783399,51.80804592
696,43.77216689,0,0.80197838,-1.13104267,50.84829260
697,40.01657474,1,2.79270191,2.91955978,42.49202871
698,55.01795436,1,1.06502763,1.07468548,57.36802019
699,46.91252236,1,-0.11223028,2.01196611,52.79545092
700,52.35019533,1,2.88075672,1.82523057,55.94444321
701,53.34518788,1,1.95427630,0.63126087,55.07082579
702,54.08512383,1,2.67049318,0.79122385,63.28287913
703,44.18390620,1,1.52018095,-0.38737641,53.57390440
704,54.36901544,1,0.03364474,1.47487683,55.84533748
705,44.33122220,0,-0.56467998,-1.02341843,45.62301776
706,42.96891474,1,1.24727241,-0.86346835,50.67052529
707,55.25533622,0,0.59857800,0.27598381,49.26291256
708,58.12983740,0,-0.41157540,1.07249509,52.00348931
709,29.16029092,0,0.15651140,0.38330771,33.16297432
710,49.72939773,1,1.29124454,1.24519341,46.81753238
711,44.21871221,0,-1.13296353,1.72433662,39.31204781
712,50.65494162,0,0.01849112,0.51942962,47.14953836
713,54.12101210,1,0.85289031,1.30343798,57.63125776
714,50.90470872,0,0.74683693,-1.67876183,57.00807404
715,46.77004232,0,-0.03207422,0.47983886,51.61014938
716,47.11763719,1,0.18777610,1.30686734,52.25694698
717,47.34734323,0,-0.33496551,-0.52447116,43.55026297
718,48.04042897,1,2.03711324,3.11644716,46.63249478
719,54.19782470,1,1.19012395,0.75490519,55.26166756
720,54.88716433,0,-0.00836926,-1.02917821,55.52988985
721,30.34755585,0,1.00331159,0.78521692,36.47853598
722,38.25512698,0,-1.08297296,0.81384393,37.84103782
723,52.06893731,0,-0.31861214,-1.40415013,58.17169972
724,52.90644245,0,0.36241633,-0.84927086,52.35777273
725,62.98698625,1,2.26960021,0.97365883,62.90217163
726,60.68865220,1,1.18927565,1.35307912,59.71305550
727,46.61575448,1,1.02856032,0.76003035,51.20520900
728,64.55385379,1,2.18252049,2.67072128,60.67907770
729,57.02332499,1,0.75340303,-0.00225810,60.99285696
730,43.98612181,0,-1.62289947,1.65877703,41.87791568
731,41.53908439,0,-0.26631045,1.89793696,36.70640527
732,50.63152103,1,2.14671150,-0.34604803,57.27672446
733,44.59786722,0,0.55363913,-0.72016133,40.50024983
734,55.40172144,0,0.38071437,-1.03562901,52.57624305
735,54.06718837,0,0.47454258,0.49931804,53.08914862
736,46.93102088,0,-0.43016726,-3.39019475,54.16287523
737,39.82222757,0,2.32309932,0.50216085,45.98484630
738,38.88258113,1,1.94655745,2.36836217,45.32253993
739,45.96083117,0,0.44732452,1.28846956,44.63675283
740,51.79010476,0,-1.14219328,1.61443374,43.70076189
741,40.94945687,0,0.33144069,-0.16737789,46.87887639
742,44.15320842,1,1.49142887,3.00504098,45.92534746
743,50.45066567,0,-0.86024574,-0.47281062,52.58088898
744,64.23222817,1,1.41084772,1.71650590,63.28231427
745,53.54783306,0,-0.58046139,-0.10914447,49.65733266
746,48.49933676,1,2.50847303,1.00069635,47.22934393
747,44.08409076,0,0.67741029,-0.38128061,45.09715939
748,61.13503509,1,-0.52042316,0.47151373,62.11074020
749,59.37162966,1,1.33802731,0.92423577,56.51476660
750,50.58044553,1,2.78937282,0.15775282,54.32140426
751,49.40966047,1,1.64924519,1.33108926,54.02576484
752,50.51257658,1,0.86556639,1.83978980,55.50140466
753,44.44631035,0,0.32143287,1.84867432,43.21108680
754,42.43536252,0,-0.90013776,2.20068540,37.26684328
755,55.68126339,0,0.41615544,0.01918708,55.54199330
756,43.55257957,0,-0.70761900,0.13723603,46.61271044
757,59.53292817,1,1.52097620,0.09721314,61.27723346
758,32.05353575,0,1.09862811,-1.01140432,41.45191175
759,69.69816880,1,1.54647612,3.60873540,56.15642197
760,37.87788787,0,0.12966724,-2.72237705,50.96133034
761,62.63752820,1,1.50240844,3.90750858,62.03550431
762,56.76910442,0,-1.13657106,-2.42606634,56.06331994
763,37.58095337,0,0.56508269,0.60942437,42.57819874
764,55.05295652,0,0.48743262,-1.77005845,58.37705471
765,41.92488657,0,-0.09265772,2.81222620,43.81530456
766,47.27620179,0,-0.41228626,1.46559282,44.91255744
767,47.14149162,1,1.39505799,1.72944730,46.23150618
768,50.19347105,1,1.42313797,0.60713328,56.98197745
769,51.82163805,1,1.06690133,2.21676025,53.12551324
770,32.74251053,0,1.26286828,1.72071555,34.03932529
771,40.30310205,0,-0.12376191,-0.24809494,48.91443453
772,56.79092129,0,-0.17298534,1.24417702,55.14029020
773,49.81775226,1,1.47936065,-0.77427782,60.82400869
774,55.24287453,1,0.60653259,4.77207370,47.28808311
775,47.86918867,1,1.97992770,-0.74380076,60.44729608
776,43.18273383,0,-0.55926472,0.39041757,39.56456978
777,60.81781628,1,-0.16980574,-0.52615140,63.08625006
778,37.73972090,0,-0.12682989,1.31958143,42.56211371
779,56.89867068,1,1.61422848,2.11671271,54.35663004
780,44.20830813,0,1.18814587,-0.10256594,51.73128922
781,56.78482916,1,2.07238076,1.67170055,54.29206545
782,66.27735382,1,0.95674702,0.27346497,71.18609841
783,61.72777455,1,2.68807874,1.85048569,60.99079628
784,50.09820991,1,1.38266740,1.78643817,52.13539146
785,54.69962897,1,0.91312755,1.08569845,54.16139457
786,47.01955945,1,1.09355630,4.18535698,45.63555878
787,61.30568712,1,0.37846982,1.56462460,57.07951469
788,53.74506858,0,0.34036917,1.09278301,51.07160315
789,48.25648331,0,-0.02916619,-0.78744626,52.29254236
790,49.01626957,1,2.06775588,-0.68851587,50.48994860
791,54.18897026,0,-0.24918065,2.46334052,48.91774824
792,51.25873531,1,-0.08008862,2.17551651,57.96681151
793,54.41696106,0,-0.71719637,0.54642735,52.78039313
794,68.23736040,1,1.46871013,0.37777401,64.39184067
795,47.55683813,1,1.48842264,-1.35895178,57.23990796
796,74.78153192,1,1.53425018,1.34711431,72.33072715
797,55.07918294,1,0.66526724,2.24998245,49.28844395
798,42.59048699,0,1.07282434,1.11305846,42.89365249
799,53.64109960,1,1.19555358,0.54386431,63.04735398
800,50.98201408,1,1.88662794,1.08025681,53.58475206
801,54.93678939,1,1.96765325,1.44348517,55.78920038
802,44.84953638,0,-0.49628185,0.59542123,48.72668815
803,55.32389366,1,2.27775091,-0.74642922,63.02534654
804,33.90927692,0,1.02711366,-0.71300226,38.07975565
805,63.90846136,1,-0.33205490,2.74789953,53.89571663
806,52.34986712,1,0.47288719,-0.35003118,53.05404666
807,47.40621164,0,-0.35164459,-1.16108160,49.51211497
808,55.16581614,1,1.49884342,2.40208440,55.31470620
809,52.48012446,1,1.29366512,1.15601086,54.34387977
810,48.23556447,0,0.36324082,1.25266626,47.42745794
811,41.82322872,0,0.43069332,0.36610451,41.98316070
812,55.34510787,1,1.02829968,1.19600313,55.64393822
813,53.22785504,1,1.65423727,1.32606124,57.38777080
814,45.87323089,0,0.04402089,0.15167459,47.48177484
815,51.61329909,0,0.58380148,-2.97009454,58.19744611
816,58.11521794,1,1.18862351,1.67724897,53.73802195
817,66.23147803,1,2.60941722,4.45597871,58.92843295
818,52.42758561,1,0.72353834,-0.21438343,60.65603753
819,53.31698609,1,-0.48316165,1.01014383,48.66214407
820,63.03992164,0,-0.30566802,0.51706796,56.63168105
821,50.06818203,0,0.43435951,0.33648158,48.57087847
822,33.31533335,0,-0.33196030,-0.76207035,39.26688516
823,43.37848820,0,0.91514637,-0.26342549,44.80834368
824,55.51156221,0,-0.61806182,-0.82442460,53.88372119
825,33.27809837,0,-0.95630532,-0.83759415,37.75950211
826,47.20380828,0,-0.58177325,0.12232487,48.25479845
827,64.19497603,1,2.78502723,1.90810188,62.05681593
828,51.35685353,0,-0.28095254,1.67288537,45.67289655
829,51.64397552,1,2.07228737,-0.06969781,58.87176309
830,59.99933755,1,1.32074395,3.04083606,57.93283673
831,67.15812107,1,0.52908734,2.43730312,59.72952778
832,40.11213230,0,-1.03644623,0.32225866,44.87436269
833,43.18912165,0,-0.24432609,-0.50773377,45.34456372
834,53.92937820,1,1.25220903,1.69883727,54.66073358
835,37.15910061,0,-0.10119777,0.12074075,40.61208089
836,62.19291121,1,0.97608312,0.26750402,60.01944840
837,60.74147941,1,2.38820089,2.41423441,57.21526403
838,44.82457043,0,-0.61094531,-0.59798191,51.31873111
839,49.85284482,1,2.23783878,-0.03341082,52.06888176
840,39.20540785,1,0.65627705,1.37088179,42.23616040
841,49.43189773,0,-0.67873228,2.29217442,46.67231910
842,62.21253566,0,1.65155134,1.53433595,54.67743863
843,61.87704745,0,0.16798630,-3.34517210,64.95465375
844,50.44230505,1,1.28942618,0.63288814,57.30787833
845,59.73969437,1,1.83159014,3.79425725,53.80936730
846,60.85980714,1,1.27584328,0.26825758,57.74025041
847,34.41587015,0,-0.67684924,-1.03710610,31.22848077
848,63.17723152,1,0.79500713,1.83664811,51.07018354
849,73.13542508,1,0.23272420,1.66154846,63.71880565
850,54.49734968,1,1.08420540,1.83537929,56.71104985
851,51.16778191,1,1.30859678,-0.44847229,54.39384495
852,39.16044489,0,0.46837587,-0.24833768,43.63191899
853,57.88763585,1,1.17924788,3.13817979,50.34403006
854,62.32035836,1,0.66181688,1.42833684,60.34970975
855,70.06607597,1,1.59075585,0.52685604,74.01554420
856,48.77868180,0,1.06713200,1.04355175,49.69404199
857,62.27472795,1,2.24462681,1.10116954,61.35584175
858,53.00549820,1,0.41017286,2.01591307,49.76694947
859,39.81111060,1,0.26912722,-1.08924292,54.36089974
860,36.90861172,0,0.93969143,1.95633538,40.65516283
861,35.38465487,0,1.17201374,-0.38339818,44.24008723
862,60.24672771,1,1.63998499,-0.10462620,58.05131297
863,52.57826903,1,1.86866838,1.72087551,55.72639859
864,49.85321894,1,0.83796834,2.91089866,47.33648300
865,55.97735153,0,-0.41747047,-0.18198270,50.88011959
866,53.68619722,1,0.77393934,2.24192278,53.45835978
867,52.68387939,0,-0.69624754,-1.55493221,53.80926917
868,46.25054479,1,0.91970646,3.28555913,43.69448314
869,34.96211302,1,2.18377827,4.07147434,32.78967633
870,43.48993444,0,0.35100870,0.53089406,43.07583884
871,63.42011893,0,0.53583346,-4.62973840,69.53626714
872,50.75603742,0,-0.04745996,0.85861439,52.23768111
873,49.17146187,1,0.73604749,0.08195106,53.37660568
874,43.48460718,0,0.60992648,-0.79128528,44.11212665
875,47.45842002,0,-0.00750603,-0.37569338,42.36667908
876,42.66436543,1,-0.30707339,1.63046722,48.07536119
877,60.82347051,0,-0.83003954,-1.92226586,56.37832675
878,44.96253748,0,0.70933586,-1.43206824,47.22760780
879,62.19315610,1,1.30544310,0.48008397,64.80638306
880,67.71659127,1,1.33997810,1.45438579,62.08333769
881,68.09726522,1,0.23075348,1.64802466,66.25577478
882,58.15271693,1,0.61048146,0.35115733,62.56218916
883,50.24224186,1,0.90318622,2.92832523,45.20587758
884,42.11685292,1,0.91613830,0.52706840,44.43197773
885,43.93111106,1,1.80294226,-0.14721250,53.85998101
886,40.33656065,1,1.31331871,-1.00186044,52.38817814
887,42.74431207,0,-0.37339645,1.08105272,46.17143204
888,61.11136458,1,1.14732580,2.15613838,57.83985974
889,46.75338859,0,0.37363334,0.10147041,44.69018759
890,74.95099166,1,1.95043791,1.26893463,70.40070038
891,33.83873038,0,0.97151094,2.04232210,29.62762313
892,38.19956881,0,0.47023611,-2.69108997,48.95422433
893,56.24561301,0,-1.89442517,-0.53657994,51.99570592
894,54.40238001,0,1.73955317,-1.23053748,56.60908766
895,49.44656971,0,-1.73737239,-1.62469459,52.80750388
896,50.02025137,0,0.12097422,0.04352463,52.19037350
897,38.43332741,0,0.77132519,-1.82283542,50.11048782
898,52.35492796,1,0.37293509,1.14729815,52.22257645
899,51.47703349,0,-0.67351325,-0.08948939,52.30503726
900,52.30049003,1,2.22054218,-1.67091477,59.23789646
901,58.36424518,0,1.31164320,2.46952921,53.59687374
902,38.35540027,1,0.98751337,-1.08694161,48.42996971
903,58.79722914,1,1.31909290,2.15828212,57.48351689
904,48.22543019,1,1.88786946,0.92413593,48.18128867
905,39.99615740,0,-0.18898768,-0.68329884,44.27340272
906,53.73633912,0,0.53364725,0.03093149,52.42130465
907,58.26026248,0,0.74113018,1.53773642,55.64162682
908,50.54083053,0,0.28753576,-2.57762911,55.91976385
909,61.55983086,1,2.03037370,2.61453018,55.69880479
910,44.34455203,0,0.16876571,-1.13430792,47.65727153
911,30.98450720,0,-0.20656825,-1.63816943,37.06611315
912,50.64101053,1,2.00068563,2.85059540,51.13005859
913,47.90641563,0,1.27528800,1.91281185,48.08140907
914,44.33418892,0,0.45219299,0.39470131,48.76012512
915,32.61093558,0,0.13973882,-0.83908324,37.32079945
916,41.26807641,0,0.29441654,0.62378043,45.02187770
917,47.17310880,0,0.74852543,1.11646688,46.61326018
918,56.71250780,1,2.11234501,1.92830884,61.74456913
919,51.01110828,0,0.67674980,0.25928899,49.80806574
920,61.65217522,1,1.65222156,0.59381238,57.58295105
921,43.08443126,0,-0.10771404,0.98908223,42.10619299
922,47.20199608,0,0.83810030,-2.12109606,52.98333925
923,65.52228635,1,2.50543139,-1.34775446,72.01691638
924,49.67779773,1,1.37500969,1.77555862,53.46684501
925,37.07922379,0,0.33657038,-0.38555256,41.07300565
926,56.32457507,0,0.38514563,1.32782321,50.40440823
927,61.24425965,1,1.60859210,-0.42071683,64.78688602
928,43.50782453,0,0.36948388,0.91039182,39.39457331
929,54.90755209,0,1.20073273,-0.22812760,54.36536261
930,48.35178446,0,0.27985428,-0.38821930,51.35842482
931,50.35154855,0,0.51953633,-1.00913102,50.56672206
932,70.86600306,1,1.26630219,1.35278317,64.54831011
933,60.23169908,1,2.17471949,0.98563412,65.22164461
934,55.21072119,0,0.22045970,-1.60883499,58.84693801
935,58.18682365,0,0.16116250,-0.13297600,55.95759525
936,43.78134801,0,-0.35571724,0.10252989,44.02514471
937,52.38774128,1,1.74746598,0.12056016,56.01869809
938,44.98666497,0,-0.49105057,-0.16942147,51.37496477
939,42.62948759,0,-0.21971990,0.14151461,39.16191338
940,50.19130821,0,-0.16527337,1.84194963,44.80792217
941,48.45294281,0,0.62678050,0.58135342,50.64180404
942,41.71472879,1,0.42964421,0.54043211,46.97783452
943,40.54354318,0,-1.70672195,-0.98314950,44.19556608
944,58.91928701,1,1.91684996,2.11229392,54.17091598
945,34.82491481,0,0.04576760,0.00673018,39.24973587
946,52.34860030,0,0.29196960,-0.67185674,54.13264120
947,49.59109469,1,0.30392668,1.24817526,52.14438957
948,49.76790197,0,-0.34059803,0.72422652,43.31036101
949,42.48455589,0,0.11444263,3.09858678,41.66391335
950,47.04038821,1,0.69924667,1.45083479,46.71358086
951,40.09999243,0,1.94896910,-0.97262714,41.82948728
952,39.48985219,0,0.80965835,-0.72229824,45.96889709
953,30.41098551,0,-0.31292071,0.94417841,36.37631116
954,47.73889192,0,0.25286769,0.08912759,43.34927378
955,39.22652132,1,1.23034010,1.72687258,45.05092748
956,50.69362386,0,0.66036291,2.20400776,45.33584223
957,58.41563611,0,-0.34285042,-2.69814552,59.28058511
958,49.54504448,0,0.46911935,0.59527508,46.33807874
959,45.19884133,0,0.33693575,-1.92594807,50.04482627
960,36.08867176,0,-0.08543756,1.18319992,36.64770595
961,53.15055899,0,-0.47098548,-0.67868868,55.35677789
962,46.74312415,0,-0.34767331,0.14535475,45.52550743
963,64.01452761,1,0.98576684,1.96591030,61.06619735
964,67.44762455,1,-0.00996133,0.97164425,64.88013331
965,49.42293852,0,0.21843907,-1.60226269,56.94997327
966,58.09731585,1,2.07147624,2.06211096,55.00602144
967,38.64646885,0,0.04274760,0.04798604,39.82120659
968,55.75663138,0,-0.14548468,1.28386416,49.62287110
969,50.70298700,0,-0.29712928,2.40220966,45.43620418
970,56.61760784,1,1.61797190,-0.94533248,57.64270426
971,57.76415975,0,0.54209752,-0.14569372,51.73483115
972,51.42762895,1,1.32946355,-1.25389783,62.79014875
973,50.15593877,0,-1.65529777,-0.24982261,50.51293874
974,37.46131343,0,-0.63840536,0.61052521,37.24884090
975,49.40057064,0,-1.08106885,-1.92824127,52.32843614
