student_id,encouragement_assignment,tutoring_received,baseline_math_score,end_term_math_score
IV0734,1,0,74.52626,89.349583
IV0735,0,0,64.30273,72.613437
IV0736,0,0,57.248093,84.188928
IV0737,1,1,74.829658,95.76536
IV0738,1,0,81.885119,86.291816
IV0739,0,1,62.495662,82.110486
IV0740,1,0,61.766759,63.924957
IV0741,0,0,67.143785,82.929569
IV0742,0,0,71.55474,81.43829
IV0743,1,1,79.016053,90.708192
IV0744,1,1,66.39511,85.810344
IV0745,0,0,87.81223,93.296061
IV0746,0,0,61.342788,70.456604
IV0747,0,0,65.2081,72.829426
IV0748,0,0,52.136984,82.214963
IV0749,0,1,61.275656,85.35235
IV0750,1,1,70.016418,91.408516
IV0751,1,0,56.329053,79.901511
IV0752,0,0,61.763648,75.607564
IV0753,1,0,58.128973,78.410693
IV0754,1,1,56.181178,97.798399
IV0755,0,0,58.878347,74.001263
IV0756,1,1,55.957785,86.607348
IV0757,0,0,73.995056,87.154322
IV0758,1,0,52.785657,68.640518
IV0759,0,0,74.367348,81.782609
IV0760,1,1,68.459899,100.569633
IV0761,0,0,76.395578,93.449851
IV0762,0,0,54.652555,64.299457
IV0763,1,1,57.367346,83.818274
IV0764,0,0,53.807128,75.245557
IV0765,0,0,66.970302,90.895022
IV0766,0,0,56.032999,86.662319
IV0767,0,0,65.798875,75.054016
IV0768,0,0,78.549064,86.445687
IV0769,1,1,56.523539,86.390421
IV0770,0,0,59.542887,71.513425
IV0771,1,1,63.949524,86.242315
IV0772,1,1,61.118487,86.367047
IV0773,1,1,67.533436,81.196444
IV0774,1,1,51.267769,76.136589
IV0775,1,1,75.157281,83.831362
IV0776,0,1,59.79719,83.23488
IV0777,0,0,64.421402,76.857533
IV0778,0,0,65.907962,73.592815
IV0779,0,0,58.758632,82.558894
IV0780,1,1,82.176633,91.121726
IV0781,1,1,75.755979,92.532643
IV0782,1,1,70.612615,87.354148
IV0783,0,0,62.457911,86.926965
IV0784,0,1,51.541808,81.12159
IV0785,0,0,75.186234,92.37588
IV0786,0,0,72.186804,79.110802
IV0787,0,0,69.840588,69.845317
IV0788,0,0,69.278971,82.003812
IV0789,1,1,75.6882,99.886552
IV0790,0,1,77.583134,84.034839
IV0791,0,1,70.643176,80.800258
IV0792,0,0,53.778674,79.900524
IV0793,1,0,81.760223,99.227428
IV0794,0,0,61.49302,85.95878
IV0795,1,1,72.009878,98.319106
IV0796,1,1,65.245582,90.554043
IV0797,0,0,41.405059,71.347771
IV0798,1,1,56.854644,88.870092
IV0799,1,0,64.324397,81.814401
IV0800,0,0,58.232283,69.796908
IV0801,1,1,54.072178,75.658751
IV0802,0,0,50.143672,68.211435
IV0803,1,1,59.650596,76.121748
IV0804,1,1,49.939346,81.945705
IV0805,1,1,80.461904,92.659605
IV0806,1,0,66.200982,64.303909
IV0807,1,1,52.663149,65.215279
IV0808,1,1,73.955028,80.34564
IV0809,0,0,45.821392,75.610066
IV0810,0,0,57.348757,77.130815
IV0811,1,1,58.95633,79.909831
IV0812,0,0,57.981934,69.241426
IV0813,0,0,76.220034,96.423758
IV0814,0,0,75.254752,83.517981
IV0815,0,0,76.324488,95.035623
IV0816,0,0,58.104846,69.938555
IV0817,1,0,63.681307,89.025961
IV0818,1,1,69.473977,96.96128
IV0819,1,1,62.947443,92.839215
IV0820,0,0,49.733471,86.167192
IV0821,1,0,59.707774,61.149835
IV0822,1,0,74.350033,74.755626
IV0823,0,0,48.505216,76.555946
IV0824,0,0,58.354581,67.354197
IV0825,1,1,70.867166,93.436229
IV0826,0,0,79.78287,87.18969
IV0827,1,1,75.436204,94.781575
IV0828,1,1,51.819027,80.149767
IV0829,0,0,67.041332,91.318458
IV0830,1,1,67.190763,85.067259
IV0831,0,0,64.272719,76.709895
IV0832,1,1,57.401209,84.795632
IV0833,0,0,69.394118,74.992286
IV0834,0,0,76.165489,86.116418
IV0835,0,0,83.726951,89.754698
IV0836,0,0,61.353367,88.809941
IV0837,0,0,70.622859,84.703482
IV0838,0,0,54.042209,82.786498
IV0839,1,1,61.30219,91.462276
IV0840,1,0,68.879522,87.846511
IV0841,1,1,59.325843,73.48803
IV0842,0,0,71.232458,79.446697
IV0843,0,0,62.281219,77.249122
IV0844,1,1,71.867553,84.488364
IV0845,1,1,56.281708,94.775495
IV0846,1,1,58.645588,89.353891
IV0847,0,0,67.505983,71.016348
IV0848,1,0,65.715913,82.53199
IV0849,0,0,68.90252,86.667595
IV0850,0,0,70.353923,94.177638
IV0851,0,0,59.029364,88.549536
IV0852,1,1,78.473789,101.471207
IV0853,0,0,65.291783,76.371748
IV0854,1,0,56.218524,73.255619
IV0855,1,0,77.143126,81.167848
IV0856,0,0,64.236087,88.817478
IV0857,1,1,80.030895,105.759649
IV0858,1,0,67.665876,89.160576
IV0859,1,0,61.987288,74.772745
IV0860,0,0,88.121715,95.5294
IV0861,1,1,52.738221,83.468287
IV0862,1,1,63.079682,76.528501
IV0863,0,1,76.591346,91.19071
IV0864,1,1,66.090991,87.869161
IV0865,1,1,82.690968,99.857445
IV0866,1,1,49.52267,67.33357
IV0867,0,0,73.612877,90.04859
IV0868,0,0,71.992126,102.789541
IV0869,1,1,67.820762,91.623476
IV0870,0,0,61.548837,85.627838
IV0871,0,0,60.586366,83.116946
IV0872,1,1,73.837151,96.561081
IV0873,0,0,64.087779,79.605243
IV0874,0,0,48.961485,61.578234
IV0875,0,0,60.634107,84.876683
IV0876,0,0,62.257602,82.383286
IV0877,1,1,81.218709,95.512542
IV0878,1,1,69.342261,80.084064
IV0879,0,1,60.855118,92.534436
IV0880,1,0,57.493552,74.990091
IV0881,0,0,53.88072,84.283729
IV0882,0,0,66.992541,76.885906
IV0883,0,0,49.945448,77.715612
IV0884,1,1,45.90892,73.389728
IV0885,1,1,83.496977,93.146903
IV0886,1,1,70.437092,90.237182
IV0887,0,0,52.705416,74.940574
IV0888,1,1,74.614265,92.022505
IV0889,1,0,61.155154,70.915585
IV0890,0,0,53.121633,77.261936
IV0891,0,1,57.997659,89.783969
IV0892,1,1,77.470417,84.968441
IV0893,1,1,57.485991,77.901432
IV0894,0,0,81.524546,83.504271
IV0895,1,0,53.87388,74.204222
IV0896,0,0,53.445421,67.417475
IV0897,0,0,73.97306,85.610734
IV0898,0,0,74.2112,83.472593
IV0899,0,1,65.671258,90.541541
IV0900,0,1,60.135655,84.893504
IV0901,1,0,59.386244,77.19243
IV0902,0,0,56.292436,69.128672
IV0903,0,0,61.793985,84.868178
IV0904,0,0,56.23101,74.41873
IV0905,0,0,70.412072,83.107324
IV0906,0,1,72.535019,95.919604
IV0907,0,0,62.864582,78.81693
IV0908,1,1,66.069588,95.912039
IV0909,0,0,57.034478,78.113881
IV0910,0,0,74.597441,85.078875
IV0911,1,0,49.422437,77.507687
IV0912,1,1,77.114728,89.561448
IV0913,1,1,53.409007,86.689271
IV0914,0,0,58.611837,79.022935
IV0915,1,0,80.333067,85.466816
IV0916,0,0,59.608805,84.784791
IV0917,1,0,58.594767,68.294981
IV0918,0,0,61.215913,87.574142
IV0919,0,1,70.125847,93.592353
IV0920,0,1,77.594391,86.161983
IV0921,1,1,58.870358,77.781326
IV0922,0,1,53.859625,87.749012
IV0923,0,0,69.0693,59.715771
IV0924,1,0,61.82387,80.038696
IV0925,0,0,61.336167,79.208364
IV0926,1,0,53.572012,86.275221
IV0927,1,1,69.59432,83.499198
IV0928,1,1,50.371609,70.677593
IV0929,0,0,50.060745,67.57537
IV0930,1,1,67.867595,88.824608
IV0931,1,1,55.08217,88.999061
IV0932,0,0,55.641283,75.090268
IV0933,1,1,60.2195,93.075952
IV0934,1,1,60.346319,91.70828
IV0935,0,1,69.833676,85.353355
IV0936,0,0,70.735128,79.148601
IV0937,0,0,62.584243,75.134326
IV0938,0,0,56.828976,75.503056
IV0939,0,0,74.756806,87.412826
IV0940,1,1,69.46708,100.403512
IV0941,0,0,60.357629,79.037326
IV0942,1,1,60.029321,81.746424
IV0943,1,1,50.076785,80.885612
IV0944,1,1,63.753815,90.875466
IV0945,1,0,58.292124,75.58282
IV0946,0,0,60.143771,82.9599
IV0947,0,0,75.465159,78.957005
IV0948,0,0,57.46772,56.710175
IV0949,1,1,67.954982,87.696714
IV0950,1,1,73.628274,88.419712
IV0951,1,0,69.180237,87.033532
IV0952,1,1,64.436477,89.085154
IV0953,0,0,65.685664,86.899377
IV0954,1,1,66.133385,103.264016
IV0955,0,0,77.752777,85.005054
IV0956,1,1,46.407815,78.40099
IV0957,0,0,63.422952,77.261785
IV0958,0,0,81.69162,83.796152
IV0959,1,0,76.905141,91.634223
IV0960,0,1,74.178638,82.289963
IV0961,1,1,50.136541,73.407269
IV0962,0,0,67.549269,88.705926
IV0963,0,0,68.341211,82.507601
IV0964,0,0,76.020347,72.275634
IV0965,0,0,59.948404,86.447751
IV0966,1,1,88.206858,101.35877
IV0967,1,0,55.298781,78.703376
IV0968,1,1,55.716769,81.765624
IV0969,1,1,62.26182,81.43633
IV0970,0,0,54.176261,77.492048
IV0971,0,0,65.742139,82.526682
IV0972,0,0,53.698333,70.775852
IV0973,1,1,55.43299,98.239029
IV0974,1,1,73.804165,94.794174
IV0975,0,0,57.622152,75.660361
IV0976,1,1,54.968564,89.320373
IV0977,0,1,56.385141,87.083472
IV0978,1,1,70.222305,82.870563
IV0979,1,1,69.600115,95.896634
IV0980,0,1,58.877569,90.136185
IV0981,0,0,80.291532,97.523643
IV0982,1,1,48.664611,79.270391
IV0983,1,1,37.704644,83.802281
IV0984,0,0,70.979687,83.577967
IV0985,0,0,63.04069,74.300495
IV0986,1,0,59.501925,75.868434
IV0987,1,0,69.531405,78.500277
IV0988,1,0,78.610319,93.628455
IV0989,0,0,66.558627,78.884961
IV0990,1,0,74.30391,86.127188
IV0991,1,0,73.062997,83.599854
IV0992,0,0,71.547205,81.065339
IV0993,1,0,60.370516,86.62176
IV0994,0,0,73.993584,92.012168
IV0995,0,1,73.523285,102.866235
IV0996,0,0,65.625263,86.616241
IV0997,0,0,68.015026,94.017305
IV0998,1,0,74.225358,96.822721
IV0999,1,1,61.026417,94.337975
IV1000,1,1,64.653647,101.515595
IV1001,0,0,69.489912,81.352784
IV1002,0,0,69.74879,82.274928
IV1003,0,0,68.099798,80.931388
IV1004,0,0,66.270199,89.683252
IV1005,1,1,53.639621,95.970266
IV1006,1,1,62.559779,92.397038
IV1007,1,0,74.875613,80.024774
IV1008,1,1,80.411364,92.39148
IV1009,0,0,71.595373,83.475678
IV1010,1,1,55.762634,74.19452
IV1011,0,0,71.192787,88.449481
IV1012,0,1,60.130238,102.257593
IV1013,1,1,73.13465,92.09249
IV1014,1,1,71.806285,88.7669
IV1015,0,1,81.431412,92.727168
IV1016,1,1,58.156079,83.161994
IV1017,0,0,55.598947,86.214184
IV1018,0,0,69.333803,88.411243
IV1019,0,0,63.93095,91.206682
IV1020,0,0,66.835153,73.306613
IV1021,1,1,54.432883,67.55496
IV1022,1,0,67.711259,88.217414
IV1023,0,0,57.967826,76.780557
IV1024,1,0,60.709155,76.286528
IV1025,0,1,73.380749,85.184699
IV1026,1,1,65.048966,97.3175
IV1027,0,0,66.903642,81.056584
IV1028,0,0,57.808036,84.840893
IV1029,1,0,69.847713,84.000373
IV1030,1,1,67.461047,86.876353
IV1031,0,0,70.878142,80.253732
IV1032,0,0,64.601636,91.02651
IV1033,1,1,55.194134,84.346232
IV1034,0,0,73.315236,90.80355
IV1035,0,1,45.11329,92.228299
IV1036,0,0,57.528593,73.795612
IV1037,1,1,74.141283,92.172378
IV1038,1,1,62.674367,91.589924
IV1039,0,0,66.713936,80.809691
IV1040,0,0,63.052255,78.647267
IV1041,0,0,73.350789,81.274192
IV1042,0,0,77.385646,98.115853
IV1043,0,0,71.294404,85.481496
IV1044,1,1,75.672682,97.723451
IV1045,0,0,67.305428,81.327656
IV1046,1,1,68.673257,77.496947
IV1047,1,1,61.227258,90.860687
IV1048,1,0,52.171275,78.483361
IV1049,0,1,57.721951,79.266827
IV1050,1,0,64.769387,77.735518
IV1051,1,1,57.579408,94.547772
IV1052,1,1,79.296699,99.475359
IV1053,0,0,50.890156,72.20069
IV1054,0,1,76.13016,83.076796
IV1055,1,1,72.424801,84.096959
IV1056,1,0,69.25943,97.308927
IV1057,1,1,49.386941,81.625945
IV1058,1,1,59.697707,85.193512
IV1059,1,1,69.731488,91.861939
IV1060,0,0,71.920342,86.011768
IV1061,1,1,59.673852,91.028548
IV1062,1,0,66.128673,73.332923
IV1063,0,0,45.186107,68.901265
IV1064,0,0,60.112465,76.229276
IV1065,0,0,79.360781,93.930189
IV1066,0,0,73.225621,85.327068
IV1067,0,0,64.574425,83.5841
IV1068,0,0,57.407835,70.464335
IV1069,1,1,56.851119,85.599526
IV1070,0,0,63.252238,86.131326
IV1071,1,1,60.144212,94.414855
IV1072,1,0,50.698506,74.159091
IV1073,1,0,63.587466,86.913086
IV1074,1,0,79.149471,95.637631
IV1075,1,1,63.79288,86.657547
IV1076,0,0,72.192864,88.996084
IV1077,0,0,83.494149,93.9995
IV1078,1,1,66.595512,90.939237
IV1079,1,0,51.541735,71.661619
IV1080,0,0,50.58211,64.24749
IV1081,0,0,56.448099,79.369271
IV1082,0,0,69.355508,88.264665
IV1083,0,0,47.694094,78.831378
IV1084,1,1,71.217072,99.028658
IV1085,0,0,59.522454,81.908582
IV1086,0,0,70.725454,90.713273
IV1087,1,1,50.481744,81.828317
IV1088,0,1,57.816916,83.363465
IV1089,1,1,67.789476,86.041762
IV1090,0,0,59.900814,81.718354
IV1091,1,1,57.037509,83.735291
IV1092,0,0,76.280096,81.29044
IV1093,0,0,61.188385,83.475899
IV1094,0,0,53.809646,73.229745
IV1095,1,1,76.487901,102.178998
IV1096,1,0,55.441763,70.66453
IV1097,0,0,58.621342,69.056098
IV1098,1,1,64.701612,74.722805
IV1099,0,0,61.941515,88.82732
IV1100,0,0,52.705799,76.820068
IV1101,0,0,64.149783,79.530952
IV1102,1,0,65.840197,79.643996
IV1103,0,0,79.934882,93.325648
IV1104,1,0,66.227992,85.677869
IV1105,0,0,67.830062,77.579228
IV1106,1,0,65.719981,78.082471
IV1107,0,0,66.06695,74.682042
IV1108,1,1,63.691082,97.181232
IV1109,0,0,47.67083,76.73518
IV1110,1,1,75.232827,92.210406
IV1111,0,0,62.46245,78.690724
IV1112,0,0,55.395269,69.820933
IV1113,0,0,66.04596,89.375108
IV1114,1,1,58.29154,74.349748
IV1115,1,1,85.874923,87.930412
IV1116,1,1,71.792088,95.296126
IV1117,0,0,69.043037,76.245913
IV1118,1,1,60.118369,85.713906
IV1119,0,0,62.469005,91.377536
IV1120,0,0,64.837161,84.024961
IV1121,0,0,71.146561,81.552841
IV1122,0,0,83.214233,90.630211
IV1123,1,0,59.655744,90.915914
IV1124,1,0,66.808428,86.944386
IV1125,0,1,61.953082,86.951179
IV1126,1,0,65.787205,78.640551
IV1127,0,0,80.666092,85.378607
IV1128,0,0,54.801228,81.802086
IV1129,0,0,66.004863,85.153019
IV1130,0,0,70.040682,80.486037
IV1131,0,0,73.571839,80.632429
IV1132,0,0,70.637325,84.100577
IV1133,0,0,49.91218,77.740579
IV1134,1,0,61.121302,71.456775
IV1135,0,0,76.950411,82.596819
IV1136,1,0,78.656548,92.139952
IV1137,0,0,64.865183,95.801171
IV1138,1,1,67.267926,91.554834
IV1139,0,1,62.723483,93.533036
IV1140,0,1,48.360152,74.352064
IV1141,1,1,56.363718,76.881952
IV1142,0,0,54.687073,76.00595
IV1143,0,0,81.086981,95.658684
IV1144,0,0,64.710955,77.814518
IV1145,1,1,58.962362,80.533416
IV1146,0,0,62.44771,77.885127
IV1147,0,0,54.592506,70.950429
IV1148,1,1,57.356876,79.829752
IV1149,1,1,68.179495,92.316686
IV1150,1,1,71.999196,99.132975
IV1151,1,0,82.745561,88.981899
IV1152,0,0,63.218662,89.879797
IV1153,0,0,72.032969,81.973889
IV1154,1,1,56.589202,87.782531
IV1155,0,0,65.531259,85.218556
IV1156,0,0,76.962857,96.604788
IV1157,1,0,53.626848,76.566552
IV1158,0,0,66.286224,73.829436
IV1159,0,0,75.21487,87.819174
IV1160,0,0,62.605994,93.3182
IV1161,1,0,70.810051,89.699231
IV1162,0,1,68.870041,89.53941
IV1163,1,1,72.019011,86.085599
IV1164,0,0,84.853041,89.050791
IV1165,0,0,77.231674,95.779788
IV1166,1,1,69.87265,86.986201
IV1167,1,1,59.644864,80.202703
IV1168,0,0,55.967125,84.096652
IV1169,0,0,61.078549,70.442048
IV1170,1,1,56.679654,78.548906
IV1171,1,1,59.19791,88.31667
IV1172,0,0,48.872269,90.569841
IV1173,1,1,68.879648,78.114682
IV1174,0,0,62.195066,95.830535
IV1175,0,0,63.776388,83.483757
IV1176,0,0,67.792956,89.593926
IV1177,1,0,70.118277,76.450921
IV1178,0,0,70.936269,83.928315
IV1179,0,0,70.433536,78.423966
IV1180,1,0,56.257952,78.434687
IV1181,1,1,63.872422,77.531248
IV1182,1,0,74.932456,90.021059
IV1183,1,0,72.264094,73.383599
IV1184,0,0,69.255353,83.578489
IV1185,1,0,74.541354,86.788061
IV1186,0,0,59.546595,86.283767
IV1187,0,0,74.652326,79.994617
IV1188,1,0,68.721971,83.03484
IV1189,0,1,64.096074,78.500548
IV1190,1,1,79.15063,101.934433
IV1191,1,1,45.183312,64.894953
IV1192,0,0,58.407739,87.699175
IV1193,1,1,75.808222,89.242214
IV1194,0,0,68.156977,80.538649
IV1195,0,0,72.54806,84.309554
IV1196,1,1,62.530686,85.920494
IV1197,0,1,68.593874,87.722588
IV1198,1,1,46.800121,91.627262
IV1199,0,0,78.875831,87.501804
IV1200,1,0,69.588638,78.705084
IV1201,0,0,54.128033,87.734541
IV1202,0,1,53.896626,97.997871
IV1203,1,1,52.059279,92.026952
IV1204,1,1,57.370595,78.487753
IV1205,0,0,62.042748,90.75105
IV1206,0,0,57.871787,77.658798
IV1207,0,0,63.697019,72.853361
IV1208,1,1,65.948139,96.589652
IV1209,0,0,68.448215,90.464777
IV1210,1,1,51.682517,81.495342
IV1211,0,0,68.410656,85.826008
IV1212,0,0,63.02164,73.025643
IV1213,1,0,69.394903,64.899017
IV1214,1,0,63.555227,66.620982
IV1215,0,0,70.280492,73.615676
IV1216,1,0,62.16929,63.289662
IV1217,1,1,52.677371,86.128729
IV1218,1,1,60.750719,93.105445
IV1219,0,0,55.863459,79.56164
IV1220,0,0,69.339985,79.619502
IV1221,1,1,73.454066,97.282266
IV1222,0,0,71.177045,82.835672
IV1223,0,0,63.094321,77.720871
IV1224,1,1,60.656473,78.923112
IV1225,0,0,51.564753,69.061937
IV1226,1,1,76.500454,100.057307
IV1227,1,1,60.5399,80.624514
IV1228,0,0,67.745378,92.048533
IV1229,1,0,68.742428,61.523653
IV1230,0,0,48.681816,80.410811
IV1231,1,1,55.906816,71.332578
IV1232,1,1,54.564472,75.710104
IV1233,1,1,63.41844,81.478189
IV1234,0,0,55.280744,82.995174
IV1235,1,1,70.567174,91.765339
IV1236,0,0,66.000624,77.966283
IV1237,1,0,64.084196,78.484478
IV1238,0,0,68.952929,86.657352
IV1239,0,0,60.726757,87.774287
IV1240,1,1,61.902071,84.574814
IV1241,1,1,69.705474,83.532452
IV1242,1,1,77.471143,94.458129
IV1243,0,0,60.051641,78.907713
IV1244,0,0,72.589635,71.880644
IV1245,1,1,64.73134,83.394669
IV1246,0,0,47.000287,81.15605
IV1247,1,0,67.577663,64.610268
IV1248,0,0,48.99572,80.92116
IV1249,1,1,59.322483,81.123635
IV1250,1,1,64.911975,84.838102
IV1251,0,0,60.545935,73.14267
IV1252,1,1,65.135285,105.26302
IV1253,1,1,61.614468,92.680683
IV1254,1,0,58.679019,66.327425
IV1255,1,0,69.291275,85.057108
IV1256,1,1,81.544008,83.718065
IV1257,0,0,58.894162,87.490967
IV1258,0,0,77.055271,94.992185
IV1259,1,1,61.510894,86.096858
IV1260,1,0,65.39296,82.63745
IV1261,0,0,75.348035,80.271723
IV1262,1,0,50.580885,69.794842
IV1263,1,1,65.437575,82.173737
IV1264,0,0,59.696977,79.329706
IV1265,1,1,81.539345,98.370525
IV1266,1,0,66.382723,92.333883
IV1267,1,1,61.123878,97.270875
IV1268,0,0,65.906969,87.619571
IV1269,1,1,66.767425,87.904267
IV1270,0,0,65.581683,76.168094
IV1271,1,0,75.846259,86.558505
IV1272,0,0,62.477358,75.475293
IV1273,1,1,42.571604,65.92364
IV1274,0,0,47.719797,78.122301
IV1275,1,0,59.472345,95.996741
IV1276,1,1,65.075035,90.738301
IV1277,0,0,78.412459,96.062164
IV1278,1,0,66.992776,87.614091
IV1279,0,0,60.365867,77.306846
IV1280,0,0,58.679345,78.592621
IV1281,0,0,71.067303,89.246132
IV1282,1,0,65.612126,78.711292
IV1283,0,0,54.559041,78.505619
IV1284,0,1,55.340476,84.968774
IV1285,0,0,66.399915,81.310079
IV1286,1,0,63.727935,71.661516
IV1287,0,0,77.967505,81.877046
IV1288,0,0,72.555422,87.717197
IV1289,0,0,63.895832,97.912806
IV1290,1,0,64.386328,81.479897
IV1291,1,1,65.489308,97.152877
IV1292,0,1,68.34038,85.295746
IV1293,0,0,62.825271,67.720428
IV1294,0,0,53.388968,84.581145
IV1295,0,0,68.424469,87.594827
IV1296,0,0,63.824305,71.886684
IV1297,0,0,68.819722,87.785487
IV1298,0,0,61.099115,90.329547
IV1299,0,0,52.071981,77.704123
IV1300,1,0,68.68289,93.134426
IV1301,0,0,52.946531,75.220906
IV1302,0,0,70.502431,88.356176
IV1303,0,0,71.847425,86.529083
IV1304,1,0,57.890055,83.607056
IV1305,0,0,61.357482,77.918119
IV1306,0,1,63.531916,75.120878
IV1307,0,0,63.943857,72.680054
IV1308,1,1,70.629757,87.019346
IV1309,1,1,73.977481,87.701873
IV1310,1,1,74.499871,100.03327
IV1311,1,0,52.27228,69.299839
IV1312,1,1,69.730957,96.733717
IV1313,0,0,60.115585,82.814169
IV1314,0,0,53.999622,89.33676
IV1315,0,1,57.721065,76.046932
IV1316,0,0,71.605477,90.704072
IV1317,0,0,70.007593,78.626524
IV1318,0,0,72.212336,85.287818
IV1319,0,0,70.898003,79.25717
IV1320,1,0,60.040859,78.851406
IV1321,1,1,57.222252,84.2511
IV1322,0,0,76.112026,95.314054
IV1323,0,0,57.912646,78.49244
IV1324,0,0,71.344921,77.127256
IV1325,0,0,49.43742,84.913322
IV1326,1,1,64.678553,97.181761
IV1327,0,0,58.016923,79.136156
IV1328,1,1,53.036449,67.257838
IV1329,0,0,61.463989,82.131041
IV1330,0,0,78.067975,90.512303
IV1331,0,0,66.147302,82.530509
IV1332,0,0,69.257423,80.538229
IV1333,1,1,62.210414,88.234105
IV1334,0,0,73.286904,85.15505
IV1335,0,0,54.121241,79.690686
IV1336,1,0,73.093867,92.037042
IV1337,0,0,73.392814,77.80204
IV1338,1,0,55.921456,87.576908
IV1339,0,0,48.206214,80.700656
IV1340,0,1,63.631682,88.522261
IV1341,0,0,68.902113,76.173574
IV1342,1,1,77.766008,92.328906
IV1343,1,0,63.546664,85.259355
IV1344,0,0,61.879011,76.691611
IV1345,0,0,53.988465,78.139609
IV1346,0,0,62.796293,89.140861
IV1347,1,0,72.382112,79.049712
IV1348,1,1,48.34171,75.057929
IV1349,1,1,74.931978,78.190513
IV1350,1,1,42.9868,74.871637
IV1351,1,1,64.540684,77.405761
IV1352,1,0,69.918748,84.769562
IV1353,1,0,54.173747,83.81489
IV1354,0,0,67.907462,74.934256
IV1355,1,1,72.728052,85.739539
IV1356,0,0,59.792577,80.838113
IV1357,0,0,75.788192,85.029466
IV1358,1,1,61.433721,84.628324
IV1359,0,0,91.144843,95.195551
IV1360,1,0,73.109834,93.804261
IV1361,1,1,46.912915,82.309185
IV1362,0,1,74.890431,89.595832
IV1363,0,0,65.402729,84.15884
IV1364,1,1,72.72424,91.165567
IV1365,0,0,60.387592,74.986703
IV1366,1,1,72.658152,98.172326
IV1367,1,1,74.991196,85.400909
IV1368,0,0,67.913136,85.350709
IV1369,1,0,68.051303,87.54359
IV1370,1,1,68.535431,90.863717
IV1371,0,0,55.604421,74.255454
IV1372,0,0,71.274986,86.378277
IV1373,1,0,68.615113,80.916861
IV1374,0,0,69.371815,75.996287
IV1375,1,1,76.045708,93.713567
IV1376,1,1,51.920262,70.272458
IV1377,1,0,57.687491,76.057086
IV1378,0,0,62.145899,70.918912
IV1379,1,1,67.972886,80.523448
IV1380,0,0,50.356214,72.95007
IV1381,1,0,59.927447,79.028235
IV1382,1,1,62.532979,88.250197
IV1383,1,1,60.502077,79.605779
IV1384,1,1,71.441434,96.151394
IV1385,0,0,56.930859,81.597524
IV1386,1,0,59.526864,56.445202
IV1387,0,0,54.215645,91.869694
IV1388,0,0,68.599133,70.705323
IV1389,0,0,56.910063,87.432137
IV1390,0,0,59.871721,77.703482
IV1391,1,0,68.185395,80.970267
IV1392,0,0,63.44167,83.277817
IV1393,0,0,66.974905,74.626642
IV1394,0,0,56.045828,71.782014
IV1395,0,0,58.842137,73.860438
IV1396,1,0,65.085201,89.149062
IV1397,1,1,63.798246,90.721606
IV1398,1,1,48.779123,67.701858
IV1399,0,0,64.902041,80.444651
IV1400,0,0,68.070377,81.947939
IV1401,1,1,61.611378,97.089334
IV1402,0,1,68.505133,90.397771
IV1403,1,1,54.658458,96.908019
IV1404,1,1,61.507015,85.870927
IV1405,1,1,67.06348,94.32836
IV1406,1,0,45.802967,69.553541
IV1407,0,0,54.771523,84.087718
IV1408,1,1,43.258296,66.708942
IV1409,1,1,54.069931,90.528884
IV1410,1,1,61.919726,72.976751
IV1411,1,0,61.422978,71.878912
IV1412,1,1,72.680551,89.174462
IV1413,0,0,62.138501,95.85399
IV1414,1,0,50.060616,60.698078
IV1415,1,0,85.342613,94.592602
IV1416,1,1,67.818123,78.870431
IV1417,0,1,66.240295,92.379969
IV1418,1,0,84.856028,82.350342
IV1419,0,0,57.684864,79.295377
IV1420,0,0,75.059874,95.777983
IV1421,1,0,62.521163,87.531245
IV1422,0,0,67.127306,87.237973
IV1423,1,1,62.066904,97.840944
IV1424,0,0,64.424913,97.72299
IV1425,0,0,63.16755,78.946585
IV1426,1,0,57.276459,84.731421
IV1427,0,0,83.918322,77.228912
IV1428,1,0,79.055576,87.439449
IV1429,1,0,64.309859,84.118109
IV1430,1,1,47.596794,85.48022
IV1431,1,1,66.134768,87.998668
IV1432,1,1,48.840653,75.385028
IV1433,0,0,80.292451,77.279156
IV1434,1,0,60.973862,70.710594
IV1435,0,0,68.704614,91.81383
IV1436,1,1,63.413289,85.848482
IV1437,1,1,75.618266,96.030471
IV1438,1,0,66.159898,93.556533
IV1439,0,0,72.244036,86.178618
IV1440,0,0,72.420365,103.882449
IV1441,1,1,73.793473,97.334053
IV1442,1,1,54.57688,84.388815
IV1443,1,1,63.076895,93.078622
IV1444,0,0,63.43461,89.181993
IV1445,0,0,64.575635,88.692864
IV1446,1,1,80.921484,91.817113
IV1447,0,0,60.961546,85.201429
IV1448,1,1,75.417972,91.344229
IV1449,1,1,43.932071,82.506858
IV1450,0,0,62.567318,73.829399
IV1451,0,0,67.789068,93.507179
IV1452,0,0,61.402224,82.940526
IV1453,1,1,57.360833,95.206306
IV1454,0,0,58.992108,78.457374
IV1455,0,1,73.393995,72.895275
IV1456,0,0,68.304172,82.583873
IV1457,1,1,64.964206,75.878157
IV1458,1,1,67.503892,81.853494
IV1459,0,0,65.81311,83.806449
IV1460,1,1,62.751855,82.090749
IV1461,1,0,59.639244,78.453343
IV1462,1,1,62.399161,73.769937
IV1463,0,0,70.717965,91.029197
IV1464,0,0,70.323184,83.830045
IV1465,0,0,42.537447,71.823008
IV1466,1,1,56.283743,72.988508
IV1467,1,1,64.803248,75.52038
