municipality_id,region,month_index,relative_month,early_adopter,regional_hotline_active,policy_active,youth_emergency_transports_per_10000
M19,West,30,11,1,1,1,9.322077
M19,West,31,12,1,1,1,9.327135
M19,West,32,13,1,1,1,9.692105
M19,West,33,14,1,1,1,9.267393
M19,West,34,15,1,1,1,9.50569
M19,West,35,16,1,1,1,9.341955
M19,West,36,17,1,1,1,8.848808
M20,West,1,-18,1,0,0,11.146951
M20,West,2,-17,1,0,0,11.495224
M20,West,3,-16,1,0,0,11.618935
M20,West,4,-15,1,0,0,11.850603
M20,West,5,-14,1,0,0,12.816796
M20,West,6,-13,1,0,0,12.71084
M20,West,7,-12,1,0,0,11.11222
M20,West,8,-11,1,0,0,11.0239
M20,West,9,-10,1,0,0,10.641923
M20,West,10,-9,1,0,0,10.832096
M20,West,11,-8,1,0,0,10.725626
M20,West,12,-7,1,0,0,11.461146
M20,West,13,-6,1,0,0,12.179658
M20,West,14,-5,1,0,0,12.55619
M20,West,15,-4,1,0,0,12.825893
M20,West,16,-3,1,0,0,13.301888
M20,West,17,-2,1,0,0,12.07645
M20,West,18,-1,1,0,0,11.559541
M20,West,19,0,1,1,1,8.358685
M20,West,20,1,1,1,1,8.169735
M20,West,21,2,1,1,1,7.940193
M20,West,22,3,1,1,1,7.571423
M20,West,23,4,1,1,1,7.247714
M20,West,24,5,1,1,1,8.094063
M20,West,25,6,1,1,1,8.278527
M20,West,26,7,1,1,1,8.514656
M20,West,27,8,1,1,1,9.197229
M20,West,28,9,1,1,1,9.08352
M20,West,29,10,1,1,1,9.135167
M20,West,30,11,1,1,1,8.424578
M20,West,31,12,1,1,1,8.243137
M20,West,32,13,1,1,1,8.090581
M20,West,33,14,1,1,1,7.961491
M20,West,34,15,1,1,1,7.18012
M20,West,35,16,1,1,1,7.376943
M20,West,36,17,1,1,1,8.092565
M21,West,1,-18,1,0,0,13.71538
M21,West,2,-17,1,0,0,13.574584
M21,West,3,-16,1,0,0,13.314835
M21,West,4,-15,1,0,0,13.751753
M21,West,5,-14,1,0,0,12.530943
M21,West,6,-13,1,0,0,12.092573
M21,West,7,-12,1,0,0,11.005832
M21,West,8,-11,1,0,0,11.270866
M21,West,9,-10,1,0,0,10.923706
M21,West,10,-9,1,0,0,11.514008
M21,West,11,-8,1,0,0,12.047806
M21,West,12,-7,1,0,0,12.975102
M21,West,13,-6,1,0,0,13.057379
M21,West,14,-5,1,0,0,13.656483
M21,West,15,-4,1,0,0,13.433353
M21,West,16,-3,1,0,0,13.486192
M21,West,17,-2,1,0,0,13.42105
M21,West,18,-1,1,0,0,13.537802
M21,West,19,0,1,1,1,10.298983
M21,West,20,1,1,1,1,10.248564
M21,West,21,2,1,1,1,9.657231
M21,West,22,3,1,1,1,10.280712
M21,West,23,4,1,1,1,10.25102
M21,West,24,5,1,1,1,9.84558
M21,West,25,6,1,1,1,10.494186
M21,West,26,7,1,1,1,10.596126
M21,West,27,8,1,1,1,11.083306
M21,West,28,9,1,1,1,10.509826
M21,West,29,10,1,1,1,9.928007
M21,West,30,11,1,1,1,9.848906
M21,West,31,12,1,1,1,9.620266
M21,West,32,13,1,1,1,9.515867
M21,West,33,14,1,1,1,8.563644
M21,West,34,15,1,1,1,9.387433
M21,West,35,16,1,1,1,9.064714
M21,West,36,17,1,1,1,8.717403
M22,West,1,-18,0,0,0,12.383754
M22,West,2,-17,0,0,0,12.850213
M22,West,3,-16,0,0,0,12.107343
M22,West,4,-15,0,0,0,12.759972
M22,West,5,-14,0,0,0,12.502268
M22,West,6,-13,0,0,0,11.895518
M22,West,7,-12,0,0,0,11.118132
M22,West,8,-11,0,0,0,10.896148
M22,West,9,-10,0,0,0,11.111061
M22,West,10,-9,0,0,0,11.850221
M22,West,11,-8,0,0,0,11.182912
M22,West,12,-7,0,0,0,11.649367
M22,West,13,-6,0,0,0,11.755559
M22,West,14,-5,0,0,0,12.220082
M22,West,15,-4,0,0,0,11.459248
M22,West,16,-3,0,0,0,10.903787
M22,West,17,-2,0,0,0,11.006634
M22,West,18,-1,0,0,0,11.025266
M22,West,19,0,0,1,0,9.612481
M22,West,20,1,0,1,0,9.294677
M22,West,21,2,0,1,0,9.508002
M22,West,22,3,0,1,0,9.184755
M22,West,23,4,0,1,0,9.129543
M22,West,24,5,0,1,0,9.275042
M22,West,25,6,0,1,0,10.430635
M22,West,26,7,0,1,0,10.204513
M22,West,27,8,0,1,0,10.785881
M22,West,28,9,0,1,0,11.376113
M22,West,29,10,0,1,0,11.30165
M22,West,30,11,0,1,0,11.108751
M22,West,31,12,0,1,0,10.775775
M22,West,32,13,0,1,0,10.6501
M22,West,33,14,0,1,0,10.595768
M22,West,34,15,0,1,0,10.332532
M22,West,35,16,0,1,0,10.535748
M22,West,36,17,0,1,0,11.12306
M23,West,1,-18,0,0,0,10.564646
M23,West,2,-17,0,0,0,11.167391
M23,West,3,-16,0,0,0,11.938891
M23,West,4,-15,0,0,0,11.65892
M23,West,5,-14,0,0,0,11.056012
M23,West,6,-13,0,0,0,10.188212
M23,West,7,-12,0,0,0,10.146851
M23,West,8,-11,0,0,0,11.05123
M23,West,9,-10,0,0,0,11.190184
M23,West,10,-9,0,0,0,11.065054
M23,West,11,-8,0,0,0,11.171369
M23,West,12,-7,0,0,0,11.747341
M23,West,13,-6,0,0,0,11.298829
M23,West,14,-5,0,0,0,11.623562
M23,West,15,-4,0,0,0,11.106015
M23,West,16,-3,0,0,0,10.62029
M23,West,17,-2,0,0,0,10.722843
M23,West,18,-1,0,0,0,10.603338
M23,West,19,0,0,1,0,9.957379
M23,West,20,1,0,1,0,9.253859
M23,West,21,2,0,1,0,9.20543
M23,West,22,3,0,1,0,9.432931
M23,West,23,4,0,1,0,9.87632
M23,West,24,5,0,1,0,9.32179
M23,West,25,6,0,1,0,10.483596
M23,West,26,7,0,1,0,11.545918
M23,West,27,8,0,1,0,12.531267
M23,West,28,9,0,1,0,11.911339
M23,West,29,10,0,1,0,11.465978
M23,West,30,11,0,1,0,10.438477
M23,West,31,12,0,1,0,9.36754
M23,West,32,13,0,1,0,8.738311
M23,West,33,14,0,1,0,9.385676
M23,West,34,15,0,1,0,8.975596
M23,West,35,16,0,1,0,10.034692
M23,West,36,17,0,1,0,10.329598
M24,West,1,-18,0,0,0,11.113968
M24,West,2,-17,0,0,0,11.77951
M24,West,3,-16,0,0,0,11.365093
M24,West,4,-15,0,0,0,11.263166
M24,West,5,-14,0,0,0,11.261611
M24,West,6,-13,0,0,0,11.842033
M24,West,7,-12,0,0,0,11.601407
M24,West,8,-11,0,0,0,10.951421
M24,West,9,-10,0,0,0,10.724346
M24,West,10,-9,0,0,0,10.843648
M24,West,11,-8,0,0,0,10.642592
M24,West,12,-7,0,0,0,11.125397
M24,West,13,-6,0,0,0,10.985557
M24,West,14,-5,0,0,0,11.19248
M24,West,15,-4,0,0,0,11.503145
M24,West,16,-3,0,0,0,11.315714
M24,West,17,-2,0,0,0,11.259981
M24,West,18,-1,0,0,0,11.211524
M24,West,19,0,0,1,0,9.31692
M24,West,20,1,0,1,0,9.376019
M24,West,21,2,0,1,0,8.816794
M24,West,22,3,0,1,0,8.877907
M24,West,23,4,0,1,0,8.368949
M24,West,24,5,0,1,0,9.266416
M24,West,25,6,0,1,0,8.974744
M24,West,26,7,0,1,0,9.947365
M24,West,27,8,0,1,0,9.889446
M24,West,28,9,0,1,0,9.782027
M24,West,29,10,0,1,0,10.424774
M24,West,30,11,0,1,0,10.083612
M24,West,31,12,0,1,0,9.629459
M24,West,32,13,0,1,0,8.853271
M24,West,33,14,0,1,0,9.852614
M24,West,34,15,0,1,0,9.775233
M24,West,35,16,0,1,0,8.971395
M24,West,36,17,0,1,0,7.965
