applicant_id,diagnostic_score,centered_score,tutoring_eligible,baseline_gpa,end_term_math_score
RD0506,51.978213,-8.021787,1,2.317907,66.374912
RD0507,55.409852,-4.590148,1,3.0581,77.395741
RD0508,62.601405,2.601405,0,2.578889,65.836875
RD0509,65.72094,5.72094,0,3.493162,79.268878
RD0510,74.589497,14.589497,0,3.627351,76.067426
RD0511,59.945193,-0.054807,1,3.004138,69.482015
RD0512,65.298467,5.298467,0,2.92509,60.91408
RD0513,52.109671,-7.890329,1,2.529519,68.868718
RD0514,55.650015,-4.349985,1,1.970516,61.432611
RD0515,74.600358,14.600358,0,2.926336,75.049327
RD0516,48.849404,-11.150596,1,2.432644,71.475113
RD0517,58.298096,-1.701904,1,2.819486,74.664949
RD0518,59.852352,-0.147648,1,2.852331,63.415268
RD0519,70.510123,10.510123,0,3.036781,80.147403
RD0520,57.346535,-2.653465,1,2.879309,75.289542
RD0521,68.491854,8.491854,0,3.254362,65.12513
RD0522,70.710758,10.710758,0,2.799176,62.554251
RD0523,67.214186,7.214186,0,2.932244,70.352336
RD0524,69.631785,9.631785,0,3.118307,66.667001
RD0525,56.25124,-3.74876,1,2.693536,64.689728
RD0526,56.05027,-3.94973,1,2.540655,69.504356
RD0527,56.587483,-3.412517,1,2.982298,74.557988
RD0528,63.746901,3.746901,0,3.300012,64.116841
RD0529,47.254476,-12.745524,1,2.110697,63.490243
RD0530,65.029418,5.029418,0,3.410727,78.115451
RD0531,61.933429,1.933429,0,2.106444,58.165547
RD0532,60.373904,0.373904,0,2.575293,65.885431
RD0533,60.819874,0.819874,0,3.077274,64.868477
RD0534,53.863131,-6.136869,1,2.832252,65.631383
RD0535,56.536692,-3.463308,1,2.620653,69.521331
RD0536,66.109241,6.109241,0,2.814128,68.327658
RD0537,47.483223,-12.516777,1,2.285067,79.007676
RD0538,63.63168,3.63168,0,3.145282,69.976576
RD0539,67.623177,7.623177,0,2.962546,63.921588
RD0540,51.855915,-8.144085,1,2.352136,71.511902
RD0541,46.319812,-13.680188,1,1.999382,75.586867
RD0542,72.730129,12.730129,0,2.59675,68.623605
RD0543,69.627969,9.627969,0,2.304207,58.856767
RD0544,69.670125,9.670125,0,2.972288,72.516663
RD0545,56.107559,-3.892441,1,2.169717,57.360509
RD0546,48.410651,-11.589349,1,2.030951,59.115568
RD0547,60.888001,0.888001,0,2.598919,60.549139
RD0548,64.069575,4.069575,0,2.738297,62.009798
RD0549,48.052652,-11.947348,1,2.500118,63.527884
RD0550,48.806177,-11.193823,1,2.564191,62.545322
RD0551,52.941218,-7.058782,1,2.494074,61.357972
RD0552,55.313548,-4.686452,1,2.711135,66.540948
RD0553,68.549171,8.549171,0,3.243365,71.329764
RD0554,52.29217,-7.70783,1,2.448239,73.658126
RD0555,50.00068,-9.99932,1,2.324381,71.401228
RD0556,73.64115,13.64115,0,3.165629,72.598198
RD0557,79.52227,19.52227,0,3.226737,84.469311
RD0558,58.770543,-1.229457,1,2.63113,68.064926
RD0559,44.808631,-15.191369,1,2.382682,66.870698
RD0560,57.646439,-2.353561,1,3.139898,70.553756
RD0561,57.282465,-2.717535,1,3.09074,78.784139
RD0562,48.008453,-11.991547,1,2.03588,64.020915
RD0563,65.422895,5.422895,0,3.703727,75.920646
RD0564,52.144802,-7.855198,1,2.815702,61.806777
RD0565,59.573676,-0.426324,1,2.328627,69.403477
RD0566,62.331792,2.331792,0,3.104994,68.661427
RD0567,74.783022,14.783022,0,2.758618,73.782068
RD0568,51.691229,-8.308771,1,2.584318,70.787092
RD0569,61.941279,1.941279,0,3.105298,69.031715
RD0570,63.630836,3.630836,0,2.988862,74.636782
RD0571,51.437958,-8.562042,1,1.970833,60.824931
RD0572,65.46785,5.46785,0,3.332888,72.691987
RD0573,61.87256,1.87256,0,2.570678,73.67243
RD0574,58.479018,-1.520982,1,2.634133,67.102177
RD0575,50.149356,-9.850644,1,2.668152,73.823051
RD0576,63.836073,3.836073,0,2.529918,65.578051
RD0577,53.052434,-6.947566,1,2.747726,68.103166
RD0578,65.214002,5.214002,0,2.891997,67.490435
RD0579,65.098523,5.098523,0,2.768827,66.166832
RD0580,60.25403,0.25403,0,2.119875,63.483535
RD0581,70.406254,10.406254,0,2.929725,64.75378
RD0582,55.692977,-4.307023,1,2.733167,67.855635
RD0583,46.955038,-13.044962,1,2.724271,69.400768
RD0584,46.552154,-13.447846,1,2.443822,68.67833
RD0585,66.667352,6.667352,0,3.116197,71.695089
RD0586,69.463532,9.463532,0,3.633203,76.689257
RD0587,55.422617,-4.577383,1,2.668159,72.341265
RD0588,64.261902,4.261902,0,2.840641,71.691004
RD0589,46.984583,-13.015417,1,2.661871,68.322405
RD0590,47.107705,-12.892295,1,2.329793,75.30466
RD0591,64.417826,4.417826,0,2.855134,63.452696
RD0592,49.035647,-10.964353,1,2.404137,72.673754
RD0593,70.185172,10.185172,0,3.292825,76.512759
RD0594,50.158393,-9.841607,1,2.791421,70.03568
RD0595,79.999999,19.999999,0,3.024965,78.852766
RD0596,66.900529,6.900529,0,2.999988,69.748188
RD0597,74.388384,14.388384,0,2.719669,75.954885
RD0598,58.354576,-1.645424,1,2.348894,63.515802
RD0599,69.677726,9.677726,0,3.048541,69.986405
RD0600,69.581424,9.581424,0,2.812293,68.471616
RD0601,60.799978,0.799978,0,2.564194,68.452045
RD0602,71.158032,11.158032,0,3.427406,74.681084
RD0603,72.59487,12.59487,0,3.195219,78.652161
RD0604,57.779902,-2.220098,1,2.968282,75.271157
RD0605,55.795925,-4.204075,1,2.408437,74.129138
RD0606,68.736556,8.736556,0,3.358243,75.04056
RD0607,79.999999,19.999999,0,3.301817,71.629362
RD0608,79.999999,19.999999,0,2.840078,79.858765
RD0609,63.021956,3.021956,0,3.175842,64.587512
RD0610,63.379917,3.379917,0,3.484477,67.911788
RD0611,49.848293,-10.151707,1,2.620356,64.764968
RD0612,65.279597,5.279597,0,2.803268,64.298192
RD0613,68.464561,8.464561,0,3.271866,63.923644
RD0614,46.662453,-13.337547,1,2.217394,71.712338
RD0615,62.662794,2.662794,0,2.695057,72.949908
RD0616,63.251462,3.251462,0,2.829657,67.063209
RD0617,45.615831,-14.384169,1,2.320406,74.478663
RD0618,54.278876,-5.721124,1,2.994003,66.847102
RD0619,58.2461,-1.7539,1,2.305101,67.372299
RD0620,69.048187,9.048187,0,2.8025,67.465523
RD0621,67.886162,7.886162,0,2.891553,74.208899
RD0622,59.979079,-0.020921,1,3.401469,68.965756
RD0623,68.420383,8.420383,0,3.143914,78.787966
RD0624,55.176537,-4.823463,1,2.985876,64.932329
RD0625,56.604204,-3.395796,1,2.740928,62.160326
RD0626,55.335763,-4.664237,1,2.494855,67.557682
RD0627,57.728621,-2.271379,1,2.717021,64.074365
RD0628,60.95323,0.95323,0,3.042521,73.536137
RD0629,57.838865,-2.161135,1,3.020627,70.950162
RD0630,46.792723,-13.207277,1,2.685566,63.353241
RD0631,61.873339,1.873339,0,3.469579,70.630823
RD0632,59.167454,-0.832546,1,2.658887,59.573325
RD0633,54.376807,-5.623193,1,2.319579,70.113133
RD0634,50.177518,-9.822482,1,2.395733,68.880044
RD0635,44.757466,-15.242534,1,2.910787,70.291056
RD0636,52.975777,-7.024223,1,3.376405,63.26228
RD0637,62.332371,2.332371,0,2.209286,69.00016
RD0638,53.370802,-6.629198,1,2.361153,73.577939
RD0639,66.472674,6.472674,0,2.710586,78.155611
RD0640,40.000001,-19.999999,1,1.541026,69.821597
RD0641,79.999999,19.999999,0,3.8074,72.467869
RD0642,63.516036,3.516036,0,2.324558,66.912749
RD0643,40.000001,-19.999999,1,2.286123,70.693093
RD0644,61.367135,1.367135,0,3.056659,69.050652
RD0645,73.949478,13.949478,0,3.529253,78.169505
RD0646,56.701412,-3.298588,1,2.855222,69.276528
RD0647,55.866851,-4.133149,1,2.646318,67.655301
RD0648,57.867147,-2.132853,1,2.744371,66.302794
RD0649,65.584615,5.584615,0,2.63833,75.875856
RD0650,55.71812,-4.28188,1,2.778863,67.63789
RD0651,40.14638,-19.85362,1,2.396229,69.98776
RD0652,61.885192,1.885192,0,2.829869,63.897485
RD0653,54.884503,-5.115497,1,2.633591,69.795954
RD0654,53.93553,-6.06447,1,2.543887,71.130756
RD0655,65.010865,5.010865,0,3.10497,71.509804
RD0656,64.75991,4.75991,0,2.938276,64.976025
RD0657,63.069298,3.069298,0,3.238394,62.416117
RD0658,71.82775,11.82775,0,3.47983,66.876812
RD0659,45.193699,-14.806301,1,2.131582,67.827827
RD0660,71.566358,11.566358,0,3.464,78.935123
RD0661,58.076306,-1.923694,1,2.139204,65.22031
RD0662,62.537889,2.537889,0,2.684789,71.655527
RD0663,60.977904,0.977904,0,2.584653,64.709713
RD0664,49.108553,-10.891447,1,1.352707,72.592682
RD0665,59.92552,-0.07448,1,2.796475,73.547058
RD0666,79.029636,19.029636,0,3.595406,88.86828
RD0667,51.655041,-8.344959,1,2.405115,65.993977
RD0668,60.403609,0.403609,0,2.682439,61.458163
RD0669,70.770677,10.770677,0,3.631974,76.857134
RD0670,73.422299,13.422299,0,2.870767,73.347131
RD0671,66.934284,6.934284,0,3.220674,68.702084
RD0672,53.147829,-6.852171,1,2.828141,71.595384
RD0673,66.774553,6.774553,0,2.820833,77.912848
RD0674,63.774769,3.774769,0,3.18402,61.595916
RD0675,51.324059,-8.675941,1,2.568361,59.953561
RD0676,61.118342,1.118342,0,2.340674,61.147697
RD0677,57.632042,-2.367958,1,2.117146,63.282688
RD0678,68.123121,8.123121,0,2.951266,76.945598
RD0679,55.999175,-4.000825,1,3.024854,76.686
RD0680,57.788954,-2.211046,1,2.737223,72.180419
RD0681,68.3714,8.3714,0,2.653136,74.781814
RD0682,79.320956,19.320956,0,3.533069,83.455236
RD0683,55.171598,-4.828402,1,2.502217,61.208536
RD0684,49.728151,-10.271849,1,2.903622,61.349791
RD0685,76.399339,16.399339,0,3.003432,69.85733
RD0686,61.8591,1.8591,0,2.922324,76.031738
RD0687,78.222821,18.222821,0,2.794319,77.474358
RD0688,40.000001,-19.999999,1,2.604585,68.467799
RD0689,53.079481,-6.920519,1,3.027072,73.561141
RD0690,51.364397,-8.635603,1,2.146275,65.53937
RD0691,61.386155,1.386155,0,2.123651,54.15738
RD0692,48.433272,-11.566728,1,2.306146,65.450587
RD0693,79.999999,19.999999,0,3.664117,78.029421
RD0694,51.51949,-8.48051,1,1.806005,69.109508
RD0695,56.485984,-3.514016,1,2.607048,65.860113
RD0696,61.26953,1.26953,0,2.929663,67.585091
RD0697,55.83759,-4.16241,1,2.528695,73.27513
RD0698,66.077919,6.077919,0,2.325994,74.854822
RD0699,44.869597,-15.130403,1,2.362077,64.474979
RD0700,52.898333,-7.101667,1,2.561307,71.359339
RD0701,59.426561,-0.573439,1,2.913125,73.521055
RD0702,67.46611,7.46611,0,2.796481,72.00461
RD0703,61.947919,1.947919,0,2.883426,65.638586
RD0704,57.939739,-2.060261,1,3.073864,71.686292
RD0705,70.704583,10.704583,0,2.764583,70.323755
RD0706,51.650954,-8.349046,1,2.375407,66.405691
RD0707,55.301293,-4.698707,1,3.106951,67.028553
RD0708,49.94678,-10.05322,1,2.196401,71.536832
RD0709,49.576442,-10.423558,1,2.217364,66.962892
RD0710,40.000001,-19.999999,1,1.771641,68.765784
RD0711,74.890024,14.890024,0,3.641669,80.709022
RD0712,73.60763,13.60763,0,2.862992,75.381612
RD0713,63.69638,3.69638,0,2.486967,70.319966
RD0714,55.75327,-4.24673,1,2.809461,71.280951
RD0715,79.999999,19.999999,0,3.839796,82.676957
RD0716,41.111525,-18.888475,1,2.200004,64.622078
RD0717,42.690885,-17.309115,1,2.151232,66.20883
RD0718,62.517418,2.517418,0,2.116251,68.519599
RD0719,65.336323,5.336323,0,2.85433,67.237437
RD0720,54.664617,-5.335383,1,2.936359,72.684229
RD0721,68.919254,8.919254,0,2.830546,76.991554
RD0722,63.244804,3.244804,0,2.346998,81.027811
RD0723,53.886903,-6.113097,1,3.01334,74.518107
RD0724,64.403454,4.403454,0,2.628399,66.138914
RD0725,74.458915,14.458915,0,3.240739,76.634528
RD0726,77.345009,17.345009,0,3.489946,75.904579
RD0727,52.151656,-7.848344,1,2.164468,71.994318
RD0728,70.025435,10.025435,0,3.005276,82.54831
RD0729,79.485968,19.485968,0,3.112356,76.547933
RD0730,53.208863,-6.791137,1,3.095328,72.597978
RD0731,60.97272,0.97272,0,3.247315,72.280551
RD0732,69.212267,9.212267,0,3.029307,57.732049
RD0733,44.564309,-15.435691,1,2.587039,68.670116
RD0734,71.0893,11.0893,0,2.835051,70.180661
RD0735,54.687725,-5.312275,1,3.00162,66.752101
RD0736,40.000001,-19.999999,1,1.92155,65.07244
RD0737,60.928841,0.928841,0,2.435313,61.822802
RD0738,58.538265,-1.461735,1,2.219402,70.630244
RD0739,60.345745,0.345745,0,2.187082,59.867479
RD0740,63.261984,3.261984,0,2.873648,66.548058
RD0741,67.351798,7.351798,0,3.400306,79.233208
RD0742,59.994471,-0.005529,1,2.435465,75.937973
RD0743,52.037869,-7.962131,1,2.296835,66.315535
RD0744,57.831916,-2.168084,1,2.708169,74.866996
RD0745,66.162871,6.162871,0,3.036128,68.615765
RD0746,40.446233,-19.553767,1,2.281411,70.205651
RD0747,70.055277,10.055277,0,2.770685,71.298116
RD0748,56.889147,-3.110853,1,3.243595,81.420647
RD0749,66.037182,6.037182,0,3.08025,62.002172
RD0750,57.121276,-2.878724,1,2.865874,70.546617
RD0751,56.192895,-3.807105,1,2.710554,65.460005
RD0752,60.63087,0.63087,0,2.756013,74.378531
RD0753,51.270658,-8.729342,1,2.074008,67.818797
RD0754,62.770245,2.770245,0,2.934294,59.982639
RD0755,68.061583,8.061583,0,3.228049,69.510736
RD0756,53.088227,-6.911773,1,2.215668,70.635614
RD0757,40.000001,-19.999999,1,1.984228,67.050612
RD0758,65.166668,5.166668,0,2.576201,67.659192
RD0759,55.075751,-4.924249,1,2.555225,63.41223
RD0760,75.118298,15.118298,0,2.797218,74.839137
RD0761,48.905,-11.095,1,2.715653,71.691592
RD0762,62.406823,2.406823,0,2.451543,66.239226
RD0763,79.999999,19.999999,0,3.126005,74.328241
RD0764,73.326224,13.326224,0,3.254687,78.073431
RD0765,78.399558,18.399558,0,3.102579,76.845532
RD0766,47.789442,-12.210558,1,2.651493,68.394793
RD0767,60.885129,0.885129,0,2.317708,59.308795
RD0768,52.139747,-7.860253,1,2.814773,71.919966
RD0769,61.104011,1.104011,0,2.714693,69.491176
RD0770,67.22569,7.22569,0,2.924231,76.778983
RD0771,79.999999,19.999999,0,3.359353,79.506272
RD0772,54.930989,-5.069011,1,2.954421,67.462114
RD0773,61.399467,1.399467,0,2.401007,67.690707
RD0774,54.80174,-5.19826,1,2.632851,68.24298
RD0775,65.647404,5.647404,0,3.027191,59.47178
RD0776,70.035305,10.035305,0,2.958732,68.639201
RD0777,70.220347,10.220347,0,2.736886,69.303972
RD0778,65.344644,5.344644,0,2.667904,69.128082
RD0779,77.9057,17.9057,0,3.377675,82.501293
RD0780,57.164029,-2.835971,1,2.220939,69.588692
RD0781,61.424104,1.424104,0,3.27557,69.780749
RD0782,51.197412,-8.802588,1,3.186042,75.709146
RD0783,62.549329,2.549329,0,2.889368,65.977321
RD0784,47.754359,-12.245641,1,1.911526,60.783415
RD0785,75.393619,15.393619,0,2.795434,80.615537
RD0786,76.058573,16.058573,0,3.269782,71.201167
RD0787,55.850184,-4.149816,1,3.083529,65.434937
RD0788,57.077437,-2.922563,1,2.591775,65.60829
RD0789,56.521429,-3.478571,1,3.095502,70.01172
RD0790,58.650269,-1.349731,1,2.861278,74.798024
RD0791,42.143798,-17.856202,1,1.994663,62.42214
RD0792,64.630019,4.630019,0,3.098233,66.357919
RD0793,43.600187,-16.399813,1,2.210652,58.433034
RD0794,62.862733,2.862733,0,2.719053,69.042737
RD0795,45.587339,-14.412661,1,3.280521,62.211344
RD0796,54.012472,-5.987528,1,2.534104,65.564508
RD0797,70.257969,10.257969,0,2.986453,67.107201
RD0798,57.625721,-2.374279,1,2.914456,65.556456
RD0799,64.953466,4.953466,0,3.290046,79.38304
RD0800,58.211126,-1.788874,1,3.112637,72.270812
RD0801,66.512098,6.512098,0,2.180601,64.939667
RD0802,63.622643,3.622643,0,2.679437,65.600124
RD0803,68.839175,8.839175,0,2.535172,60.654525
RD0804,60.369628,0.369628,0,2.955912,68.95198
RD0805,61.104319,1.104319,0,2.633609,67.430261
RD0806,67.911914,7.911914,0,3.73589,78.978555
RD0807,54.151764,-5.848236,1,2.666536,74.353524
RD0808,46.222036,-13.777964,1,2.760786,66.469635
RD0809,60.100743,0.100743,0,2.56611,69.010171
RD0810,48.636254,-11.363746,1,2.530352,56.783865
RD0811,49.53652,-10.46348,1,2.403224,63.571945
RD0812,59.182742,-0.817258,1,3.07254,79.253334
RD0813,66.843802,6.843802,0,2.84098,71.501982
RD0814,40.000001,-19.999999,1,1.926245,69.014233
RD0815,75.449517,15.449517,0,3.161274,76.35769
RD0816,65.779906,5.779906,0,2.428851,62.127841
RD0817,55.412418,-4.587582,1,2.663482,67.453303
RD0818,61.341044,1.341044,0,2.212825,73.732237
RD0819,44.584431,-15.415569,1,2.034202,67.998006
RD0820,56.648498,-3.351502,1,3.150588,64.923788
RD0821,59.330055,-0.669945,1,2.797107,72.027625
RD0822,61.781579,1.781579,0,2.591872,75.288126
RD0823,63.431886,3.431886,0,3.474132,68.40311
RD0824,63.085383,3.085383,0,2.51174,68.305412
RD0825,70.19477,10.19477,0,2.670139,74.827236
RD0826,70.513894,10.513894,0,3.479248,75.883616
RD0827,50.814089,-9.185911,1,2.628566,76.164233
RD0828,44.084633,-15.915367,1,1.9967,61.635612
RD0829,71.218757,11.218757,0,2.73406,70.243894
RD0830,61.420545,1.420545,0,3.0673,76.760281
RD0831,65.481637,5.481637,0,2.937348,67.048573
RD0832,72.535287,12.535287,0,2.675361,61.859053
RD0833,52.37277,-7.62723,1,2.611336,70.378747
RD0834,63.82156,3.82156,0,2.768207,66.257386
RD0835,79.999999,19.999999,0,3.411358,72.031184
RD0836,52.941429,-7.058571,1,2.548004,70.417736
RD0837,62.839516,2.839516,0,2.640949,66.172799
RD0838,50.169186,-9.830814,1,2.733527,65.071398
RD0839,53.637281,-6.362719,1,2.620116,76.25773
RD0840,66.75908,6.75908,0,2.433781,63.755678
RD0841,70.074324,10.074324,0,3.00374,72.455378
RD0842,56.686586,-3.313414,1,2.548397,70.615684
RD0843,71.100635,11.100635,0,3.410498,68.414917
RD0844,43.538357,-16.461643,1,2.441403,71.184161
RD0845,69.227869,9.227869,0,2.723963,77.351314
RD0846,55.481815,-4.518185,1,2.836943,75.241903
RD0847,47.293611,-12.706389,1,1.504776,55.841454
RD0848,46.541454,-13.458546,1,2.46977,67.622475
RD0849,51.516448,-8.483552,1,2.544695,69.397032
RD0850,61.926345,1.926345,0,2.75338,74.326443
RD0851,55.767464,-4.232536,1,2.847005,67.85563
RD0852,50.351797,-9.648203,1,2.478041,66.862865
RD0853,56.401355,-3.598645,1,2.485628,64.188816
RD0854,53.896906,-6.103094,1,2.412264,77.142371
RD0855,67.170725,7.170725,0,2.976531,69.482196
RD0856,53.950655,-6.049345,1,2.509913,70.010534
RD0857,48.870127,-11.129873,1,1.621607,61.859171
RD0858,59.981261,-0.018739,1,2.598237,75.590196
RD0859,63.232994,3.232994,0,2.605125,66.717531
RD0860,50.042506,-9.957494,1,2.517163,69.329178
RD0861,60.96837,0.96837,0,2.584429,65.80115
RD0862,50.252297,-9.747703,1,2.480286,61.183094
RD0863,64.34762,4.34762,0,2.430223,72.848432
RD0864,62.8321,2.8321,0,2.866398,69.016584
RD0865,53.540849,-6.459151,1,2.378061,64.995592
RD0866,59.970367,-0.029633,1,3.037861,72.114199
RD0867,73.776595,13.776595,0,3.212632,77.399045
RD0868,53.584766,-6.415234,1,2.563832,69.367135
RD0869,61.436458,1.436458,0,2.729313,57.52666
RD0870,75.634868,15.634868,0,3.333072,81.607484
RD0871,69.361569,9.361569,0,2.609268,70.428142
RD0872,63.718618,3.718618,0,3.385415,70.292728
RD0873,63.669117,3.669117,0,2.953581,68.804417
RD0874,58.424485,-1.575515,1,2.334349,72.711693
RD0875,78.103057,18.103057,0,2.867417,81.092285
RD0876,54.11358,-5.88642,1,2.194993,55.095479
RD0877,52.541475,-7.458525,1,2.564009,72.984182
RD0878,52.463667,-7.536333,1,2.791576,68.914277
RD0879,40.165165,-19.834835,1,2.24663,73.388773
RD0880,56.283175,-3.716825,1,3.174779,78.761967
RD0881,67.065992,7.065992,0,2.9787,66.281203
RD0882,54.882041,-5.117959,1,3.072899,62.395491
RD0883,62.958568,2.958568,0,2.287924,65.205182
RD0884,49.759342,-10.240658,1,2.348442,73.987934
RD0885,58.950482,-1.049518,1,2.65281,81.157263
RD0886,66.484532,6.484532,0,2.931723,66.422032
RD0887,57.80538,-2.19462,1,3.02337,67.988438
RD0888,68.15417,8.15417,0,3.55154,63.329951
RD0889,53.441222,-6.558778,1,3.105786,77.797283
RD0890,63.675851,3.675851,0,3.164476,83.40352
RD0891,41.401497,-18.598503,1,2.066643,64.732448
RD0892,62.634583,2.634583,0,2.726269,70.95686
RD0893,55.572066,-4.427934,1,2.268095,56.252347
RD0894,71.167855,11.167855,0,3.348932,76.970478
RD0895,72.881232,12.881232,0,2.541148,79.262843
RD0896,42.367875,-17.632125,1,2.431318,72.678346
RD0897,40.000001,-19.999999,1,1.507502,61.701165
RD0898,71.385422,11.385422,0,2.922729,77.109103
RD0899,64.667875,4.667875,0,2.791134,71.054727
RD0900,59.965171,-0.034829,1,3.204885,66.860728
RD0901,64.28505,4.28505,0,2.574889,63.706178
RD0902,43.685019,-16.314981,1,2.747293,66.026833
RD0903,64.707336,4.707336,0,3.159447,61.76344
RD0904,61.042736,1.042736,0,2.563815,62.619793
RD0905,75.321775,15.321775,0,3.004719,82.269743
RD0906,57.702712,-2.297288,1,3.090321,84.348039
RD0907,58.799236,-1.200764,1,2.729165,76.503768
RD0908,77.881687,17.881687,0,3.114689,76.165027
RD0909,67.94515,7.94515,0,3.491511,80.546224
RD0910,59.682318,-0.317682,1,2.87127,62.740302
RD0911,72.461352,12.461352,0,2.97167,77.142724
RD0912,54.837435,-5.162565,1,2.364975,72.572536
RD0913,60.969434,0.969434,0,2.803478,61.713774
RD0914,47.892479,-12.107521,1,3.042119,74.483089
RD0915,55.860041,-4.139959,1,3.038737,70.209067
RD0916,63.927524,3.927524,0,2.988701,64.958746
RD0917,62.789875,2.789875,0,2.586629,74.582832
RD0918,73.920525,13.920525,0,3.631734,77.783983
RD0919,69.090235,9.090235,0,2.682626,67.064202
RD0920,63.282985,3.282985,0,2.308202,68.504632
RD0921,66.664449,6.664449,0,3.059042,69.346493
RD0922,56.083924,-3.916076,1,2.594152,62.44901
RD0923,59.473686,-0.526314,1,2.776867,73.999536
RD0924,70.153515,10.153515,0,2.815667,70.190927
RD0925,56.134203,-3.865797,1,2.454591,69.461084
RD0926,63.420043,3.420043,0,3.042065,65.245428
RD0927,68.745146,8.745146,0,2.364605,73.141518
RD0928,68.744887,8.744887,0,2.976897,71.000969
RD0929,55.991754,-4.008246,1,2.810989,74.238968
RD0930,60.57528,0.57528,0,3.423965,71.471307
RD0931,56.986496,-3.013504,1,2.454871,70.830332
RD0932,72.071805,12.071805,0,3.422407,65.173045
RD0933,54.657944,-5.342056,1,2.607136,71.507434
RD0934,42.965627,-17.034373,1,2.023149,73.10698
RD0935,40.000001,-19.999999,1,2.62752,61.060809
RD0936,68.916223,8.916223,0,2.517153,66.75589
RD0937,62.798842,2.798842,0,2.600247,72.136055
RD0938,40.000001,-19.999999,1,1.934979,64.905809
RD0939,55.514634,-4.485366,1,2.726451,72.638458
RD0940,69.353565,9.353565,0,2.496581,71.696358
RD0941,64.200494,4.200494,0,2.433842,61.6495
RD0942,67.351219,7.351219,0,3.346743,72.668884
RD0943,43.667839,-16.332161,1,2.177595,63.916572
RD0944,65.586082,5.586082,0,2.427614,76.158554
RD0945,49.157091,-10.842909,1,2.33794,78.16802
RD0946,40.701683,-19.298317,1,2.149357,65.782204
RD0947,71.214178,11.214178,0,2.880639,78.633243
RD0948,49.145253,-10.854747,1,1.827685,69.780658
RD0949,57.361383,-2.638617,1,2.864816,72.779885
RD0950,53.22342,-6.77658,1,2.63493,67.638886
RD0951,62.385579,2.385579,0,2.838797,64.751961
RD0952,59.630481,-0.369519,1,2.867005,69.852422
RD0953,67.559134,7.559134,0,2.630759,75.781044
RD0954,63.262335,3.262335,0,2.157382,77.286971
RD0955,73.171678,13.171678,0,3.283712,78.727132
RD0956,78.525682,18.525682,0,3.050784,70.398631
RD0957,73.838817,13.838817,0,2.524711,77.298041
RD0958,47.024826,-12.975174,1,2.400415,67.451971
RD0959,58.020129,-1.979871,1,2.581935,59.52758
RD0960,44.606125,-15.393875,1,3.03961,62.881309
RD0961,79.867732,19.867732,0,3.20386,79.581174
RD0962,51.45959,-8.54041,1,2.832224,62.029724
RD0963,46.384454,-13.615546,1,2.391594,71.634518
RD0964,48.148122,-11.851878,1,2.279755,64.157903
RD0965,52.270692,-7.729308,1,2.147675,68.197866
RD0966,68.681376,8.681376,0,2.767701,67.029202
RD0967,58.062722,-1.937278,1,2.804908,74.140276
RD0968,69.362049,9.362049,0,3.708483,73.525894
RD0969,64.284798,4.284798,0,3.24965,64.76357
RD0970,58.392035,-1.607965,1,2.710128,77.58857
RD0971,44.754696,-15.245304,1,2.379677,71.573966
RD0972,65.771629,5.771629,0,3.271323,78.326433
RD0973,47.377728,-12.622272,1,2.444976,67.072963
RD0974,61.21043,1.21043,0,2.627147,65.930654
RD0975,62.26334,2.26334,0,3.19922,70.193424
RD0976,47.111462,-12.888538,1,2.357673,66.395067
RD0977,60.736714,0.736714,0,2.754462,68.601402
RD0978,40.000001,-19.999999,1,2.610534,70.850031
RD0979,59.448956,-0.551044,1,3.204874,76.45038
RD0980,70.924166,10.924166,0,2.743911,73.103733
RD0981,51.894695,-8.105305,1,2.527346,72.013518
RD0982,61.78661,1.78661,0,2.608034,73.147873
RD0983,73.288249,13.288249,0,2.445245,76.800518
RD0984,50.46847,-9.53153,1,3.139209,68.191397
RD0985,72.907865,12.907865,0,2.984931,67.739647
RD0986,52.801003,-7.198997,1,2.4035,67.535358
RD0987,57.707646,-2.292354,1,2.718023,65.607206
RD0988,71.459484,11.459484,0,3.432137,80.450412
RD0989,54.206836,-5.793164,1,2.735488,82.288431
RD0990,67.913667,7.913667,0,3.064701,69.578566
RD0991,57.610762,-2.389238,1,2.459619,66.460535
RD0992,67.164946,7.164946,0,3.118232,70.893552
RD0993,76.760511,16.760511,0,2.876402,78.517446
RD0994,64.896073,4.896073,0,3.375632,73.656709
RD0995,58.906777,-1.093223,1,2.865857,68.613437
RD0996,69.23734,9.23734,0,2.768818,77.272793
RD0997,50.271175,-9.728825,1,1.826031,67.708795
RD0998,51.511771,-8.488229,1,2.681649,80.842877
RD0999,71.164919,11.164919,0,2.850696,79.583074
RD1000,60.80548,0.80548,0,2.337412,72.431831
RD1001,50.78063,-9.21937,1,2.285595,67.440759
RD1002,51.534243,-8.465757,1,2.558605,65.280485
RD1003,53.705476,-6.294524,1,2.902423,61.901548
RD1004,61.254374,1.254374,0,2.671979,63.904942
RD1005,45.612479,-14.387521,1,2.559547,67.717622
RD1006,58.932055,-1.067945,1,2.552354,62.782878
RD1007,49.261722,-10.738278,1,2.277621,60.752088
RD1008,58.914854,-1.085146,1,2.609823,70.348582
RD1009,40.000001,-19.999999,1,2.036237,58.824945
RD1010,60.910273,0.910273,0,3.03434,62.507105
RD1011,55.259367,-4.740633,1,2.488561,69.355608
RD1012,45.153151,-14.846849,1,2.598442,62.705989
