person_id,baseline_search_skill,difficult_task,redesigned_interface,clicks_during_task,task_score
581,49.24813301,0,0,9.58045005,68.36054486
582,40.51375029,1,0,16.25772659,55.24719912
583,58.05708534,1,1,11.28727795,66.28757955
584,54.32787080,1,1,10.77862373,74.08443123
585,44.50113516,0,0,13.94644029,72.19754484
586,60.39357702,0,1,7.08982086,71.00388144
587,38.97637548,1,0,16.33397811,46.92455801
588,54.21573840,1,1,10.93053671,66.11722966
589,64.86399613,1,0,13.01419117,76.80444383
590,44.29903298,0,0,9.83299238,74.45325108
591,56.87806042,0,0,11.00388420,76.23222823
592,44.91065381,0,1,9.78936739,75.73828634
593,45.29394827,1,1,12.92080844,66.18136840
594,40.52849614,0,0,12.58998236,63.73838884
595,43.55321186,0,1,9.74556668,73.72522914
596,51.34349305,1,0,12.91617156,64.51732643
597,32.40605311,0,1,11.07218285,71.75521947
598,51.74396689,0,0,13.03022416,62.82121138
599,64.35284378,0,0,10.17848497,79.13195092
600,53.89056230,1,1,10.42866674,72.02940857
601,57.08060781,1,0,15.90958235,75.19888674
602,58.98824189,0,0,12.28571840,80.76984601
603,32.64501049,1,1,13.27441682,56.79730446
604,53.03237675,0,0,11.60359375,71.70174002
605,57.50822112,0,1,9.41507138,65.54078154
606,55.80369466,1,1,15.17428648,73.48427811
607,58.81665510,0,1,8.48833676,80.99419413
608,53.37702499,1,1,12.68412490,70.26218148
609,51.45695055,0,0,13.62131033,72.82762793
610,46.97033684,0,0,10.90004407,57.05616482
611,55.94013483,1,1,13.90966037,78.48285243
612,71.90396062,1,0,14.96690050,73.15445759
613,47.14153375,0,0,10.48545877,65.96176789
614,35.29331345,0,1,9.42327364,71.73257952
615,51.97406413,1,1,13.40512381,62.24058068
616,39.63102175,0,1,7.94597271,58.29279318
617,61.45614612,0,1,6.14307058,75.92573393
618,49.35649673,0,0,13.19752404,64.91386423
619,52.00579702,1,1,12.84660092,72.53425307
620,45.44119023,0,0,12.39379062,65.14467577
621,46.81508092,1,1,13.26790969,61.11325193
622,34.38284432,1,1,14.20652370,47.58818580
623,53.60965226,1,1,10.28914864,65.73205771
624,40.59542147,1,0,16.44099006,63.36328790
625,45.36090386,0,1,8.88649726,70.77091827
626,55.44112636,1,1,13.49110577,84.77380742
627,51.73611195,1,1,15.17271038,69.22244964
628,54.77896555,1,0,14.31891214,61.77590367
629,61.74152142,0,1,9.76977812,72.42567194
630,31.28162628,0,1,14.03801735,60.83191952
631,58.75425125,0,0,12.81924592,83.08887607
632,35.63732228,0,0,13.12694381,70.02623852
633,48.28643390,1,1,14.90050644,72.09818873
634,36.24401497,1,0,15.57632422,62.11869988
635,45.64289635,0,0,11.82015347,71.37680940
636,44.95296598,1,0,15.69182722,75.44810364
637,51.35835812,0,1,10.07745983,73.27888397
638,63.01879616,1,1,11.73232455,81.34688485
639,38.93890841,0,1,10.85119469,76.20158967
640,45.50092462,0,0,11.88161476,62.87140662
641,45.09647697,0,1,9.73104391,76.99684306
642,53.62979802,1,1,11.55364424,69.57836222
643,48.33880793,0,1,10.73379037,64.14024844
644,46.83266482,0,0,12.14719673,75.32376032
645,55.32617050,1,0,13.55717800,78.68115078
646,66.48408103,0,1,9.11512934,79.76335075
647,47.04737222,0,0,10.28986668,71.88892207
648,53.50485453,0,0,11.74174061,65.74524930
649,32.61675759,0,0,13.97048017,65.22852675
650,59.32284304,0,0,12.16510512,70.77540379
651,36.38330502,0,0,16.34806762,68.30334555
652,41.40925095,1,0,13.58746947,62.48141046
653,32.03479018,0,1,12.90812734,59.28397288
654,54.51420507,0,1,11.22684973,70.41747028
655,26.53522181,0,0,15.87202044,63.41127219
656,57.31331484,0,0,11.59611099,78.35739608
657,56.52659431,0,0,12.75544499,66.14553062
658,60.09206869,1,0,14.66291631,72.29547880
659,66.32786775,0,0,11.38278884,68.72344998
660,53.78781827,1,0,13.41621174,72.45611433
661,47.01313114,0,1,9.55243831,71.22858417
662,41.86953178,0,0,12.15040814,73.06401728
663,64.37490218,0,1,6.75507271,83.19011565
664,47.79728046,1,0,14.33979969,65.65083865
665,60.91488240,1,1,10.98125198,71.77831670
666,54.74196898,0,0,14.75919703,77.18293711
667,70.22209264,1,1,11.90890185,79.43210921
668,56.33299146,0,0,12.56939853,71.21443691
669,71.40196600,0,1,6.76301694,79.44243232
670,54.64337118,0,0,12.68860820,67.73288666
671,58.27315177,1,0,15.42865430,73.78917673
672,57.37307025,1,1,12.48422704,78.15851372
673,54.78222401,0,1,11.09505001,72.22662037
674,36.25948629,0,0,14.24421841,74.44377538
675,54.26605062,1,0,12.43431606,70.43406070
676,54.12908234,0,1,10.03751410,70.26340654
677,50.13091880,1,1,12.20923784,63.35118333
678,47.59679621,0,1,8.00692882,74.25766318
679,51.83105100,0,1,8.90019965,73.01709574
680,54.46099695,1,0,14.93110588,65.86972434
681,66.13060116,1,0,13.48719993,76.71859797
682,44.12005300,1,1,14.75330295,57.72369449
683,42.29016929,1,1,12.70971225,66.76679094
684,35.75038195,1,1,14.27007157,62.83348618
685,47.25248620,0,1,12.93309562,85.41976518
686,41.33489498,0,1,10.06038375,76.27052238
687,69.74901016,1,0,16.01958637,77.82542250
688,56.46166703,1,0,17.36978897,77.26410583
689,32.07169050,1,0,18.34417280,64.07688968
690,77.31344184,0,0,10.21388091,87.61016488
691,30.84436442,0,0,16.49314652,60.77268859
692,40.58865766,0,1,10.04756404,81.55993996
693,60.29475047,1,0,13.82620661,62.31822121
694,66.18868523,1,1,10.22946835,72.11915795
695,51.57943902,1,0,12.59763759,74.56150830
696,57.99411326,0,1,10.94476813,89.04073981
697,50.49543006,0,0,12.43893471,80.11390897
698,40.94163951,1,0,15.87657854,57.84703167
699,49.13938946,1,1,12.04371689,62.95150718
700,39.42475329,1,0,12.78244473,63.46237043
701,75.17389768,1,1,8.92446742,84.84292638
702,41.55180378,1,0,16.12264074,65.28189764
703,52.39402885,0,1,8.70226852,82.27211587
704,45.37836532,1,1,14.02107104,66.00458428
705,51.76970826,1,1,15.96866138,71.10967432
706,51.92593556,1,1,12.69513285,57.35115632
707,57.86138889,1,0,13.38883216,61.98251592
708,63.25380922,1,1,12.97457669,67.28867988
709,50.02186480,0,0,11.10037155,78.63759268
710,41.07844363,0,0,11.41610281,69.15791092
711,36.93550807,0,0,12.88228731,54.19219054
712,46.21992636,1,1,13.51120401,67.48470744
713,36.73608006,0,0,13.60838106,60.72204368
714,56.95604357,0,1,8.73462181,70.19435103
715,41.36407688,1,0,14.58871871,65.08104390
716,67.94919210,1,0,12.38270682,68.30548735
717,39.43377905,0,1,10.26441200,67.81749541
718,46.52105825,1,0,14.33281417,66.06462682
719,49.99578835,0,0,12.16780794,68.64240544
720,60.90561830,1,0,14.82186803,64.64302232
721,67.53979780,1,0,14.10240776,69.68469440
722,52.51103624,0,1,9.67057450,73.72548870
723,51.90548822,0,1,9.47893298,59.44727802
724,31.52767423,1,1,14.15379416,53.25561497
725,49.43478164,1,1,14.14016791,72.00043625
726,34.83107117,0,1,10.79586464,79.45580494
727,51.19929066,1,1,10.73053403,76.93536367
728,54.90724339,0,1,7.20333811,80.10422737
729,56.95951861,0,1,9.80315237,88.13357075
730,59.73633262,1,1,13.46486410,71.18238488
731,65.64448935,1,0,12.32811329,71.87776572
732,40.25325657,1,0,15.79850257,60.34542974
733,46.13606129,0,1,8.13984487,66.68648086
734,45.43315336,0,0,12.71126073,69.89744511
735,59.32314382,0,0,11.16513107,70.05890006
736,37.53373341,0,1,9.96303653,68.00021902
737,42.97121632,0,0,13.26186258,61.50499229
738,66.93187676,1,0,14.23421232,61.44786789
739,50.34437555,1,0,15.25672788,63.72855707
740,53.28858902,1,1,12.99937322,77.88147029
741,43.85761268,0,1,8.90780385,71.65355856
742,55.18522621,1,1,12.31948313,70.42710505
743,38.45798296,0,1,10.86351782,74.15656736
744,46.20293408,1,0,16.18520921,62.27634441
745,34.78245853,1,1,15.88214364,60.80707814
746,60.58857490,0,0,14.16798917,69.69180221
747,43.29235947,0,1,12.18959219,73.23034773
748,41.83995644,1,1,14.91746468,60.13588816
749,49.95523045,1,1,13.82433950,73.31907483
750,54.42741417,1,0,15.12630117,77.70142316
751,42.44458680,1,0,16.57030601,64.24849218
752,58.44247672,0,1,8.22163343,68.65968356
753,42.23784390,1,1,10.99195826,66.66041492
754,54.72370229,1,0,11.66487938,65.71377419
755,50.38118745,1,1,13.24728182,68.86810471
756,55.60264349,1,1,12.58198710,70.86017523
757,35.75118532,0,0,13.60161783,70.00526216
758,50.61290072,1,0,14.57992873,64.37622605
759,44.61996408,1,0,16.70158392,64.33216862
760,47.19835522,0,0,12.84604022,63.27258341
761,60.02947788,0,0,11.92640087,67.16863199
762,37.29404348,1,1,11.12422886,62.71150986
763,49.14155280,1,0,15.14660554,64.75074191
764,38.70696766,1,1,16.56109344,70.94724251
765,56.58209505,0,0,12.78938554,64.45730056
766,40.44590806,1,1,15.74423590,70.49020154
767,62.98242447,0,0,11.13253107,72.05354306
768,58.40977171,1,0,12.13764261,66.05017019
769,49.08309564,1,0,13.99605388,64.56583189
770,50.28210256,1,0,16.36171273,63.32138930
771,46.03196478,1,0,12.38816523,57.88512070
772,46.83612396,1,1,16.13190434,74.18237993
773,57.00201159,1,1,12.64331239,72.82695978
774,53.12482442,0,1,12.55021425,65.82092399
775,62.23109670,1,1,12.89235099,71.62962988
776,59.97484601,1,0,13.45640899,64.31043113
777,51.10575891,1,1,11.75501625,66.84843615
778,38.65961842,1,0,17.72684401,56.62966480
779,50.05989059,1,1,13.18651810,73.24648141
780,57.11106366,0,1,11.95777236,68.98057395
781,42.93875480,1,0,16.87888963,75.37824832
782,51.75006406,0,0,13.16141894,83.89617162
783,38.32523340,0,1,11.14094637,63.99337887
784,39.66129142,1,0,16.41228977,67.47789134
785,57.96439231,1,0,13.63477124,68.25108984
786,39.67349360,0,0,13.02738351,72.65016300
787,51.27505803,1,0,15.59621603,74.31337824
788,38.82830947,0,1,10.66302350,63.41249582
789,59.00092952,0,1,8.81493997,82.22762799
790,51.46886336,0,1,7.63588750,71.76979015
791,36.75690631,0,1,9.08915616,68.66564082
792,47.57116129,1,1,12.76049980,69.05513014
793,47.62738090,0,1,13.12729535,83.18515821
794,54.47518507,1,1,14.87065712,71.41684116
795,39.24047859,0,0,12.43199047,63.08848481
796,51.60332858,0,1,9.43831360,75.42589024
797,50.36366087,0,1,7.33649672,78.03588079
798,50.60580601,1,0,19.04444936,68.66211525
799,48.70038086,0,0,13.61329745,62.53779623
800,34.81972243,1,1,14.96145518,60.36839516
801,56.41465430,0,0,8.12785614,57.52110310
802,42.89170532,1,0,13.20080761,71.21589733
803,41.03856361,1,1,15.96183623,56.62872632
804,36.08763570,0,1,10.88887685,69.39888138
805,61.78017931,0,1,7.79126134,83.73893037
806,32.71880196,0,0,13.58734633,68.59563771
807,49.86486288,0,0,11.08246468,71.56605415
808,50.72065878,1,0,14.96729391,62.29247180
809,49.44138768,0,1,12.35483335,66.61235879
810,43.02129907,0,0,12.12171855,61.50520380
811,49.82484368,0,1,8.12225152,72.24470289
812,38.97005796,0,1,10.28180206,74.60158413
813,51.87201299,1,0,13.10687173,56.66520756
814,47.31163764,0,1,9.28498503,74.76614669
815,42.17483590,1,1,12.46665271,69.49432192
816,44.09155965,0,1,11.23341924,72.31476701
817,65.98256025,0,1,11.68396241,85.61537567
818,64.07949159,1,0,16.40144563,65.81312289
819,46.06035126,1,0,13.82982124,55.74515113
820,62.51211552,0,1,7.59909798,81.42673644
821,46.14275536,0,0,12.40358185,78.88932039
822,53.19396917,1,0,12.72098448,64.03306474
823,53.61410174,0,0,9.30057114,74.13665631
824,49.49107548,0,0,14.50015192,69.81502232
825,51.05726542,0,0,12.56304888,67.53538617
826,58.07016309,0,0,14.44171181,70.24346066
827,52.51491221,0,1,8.59912018,76.55427366
828,50.07129341,0,1,11.68878497,85.07850227
829,46.16161673,0,1,8.46569496,68.36164399
830,37.71062937,0,1,13.51425093,64.65895107
831,45.31361599,0,1,9.72493319,73.41298074
832,78.80191077,1,1,12.41490487,73.33894835
833,38.44649704,0,0,9.66376467,58.62822685
834,54.49571442,0,0,14.14348347,76.19669206
835,35.65374094,0,0,13.88972549,70.70821599
836,69.59949729,0,1,8.54405666,70.70206988
837,52.57269582,0,0,11.22639070,68.35370976
838,57.20619314,1,0,16.51842725,63.03602300
839,34.42222189,0,1,11.50310106,72.87199357
840,44.45068419,0,1,9.26700976,78.26574374
841,58.25143976,1,0,15.34898995,78.33733204
842,42.13232943,0,1,8.90429782,84.81565270
843,52.39500547,0,0,11.52469530,67.55381874
844,53.82560457,0,0,9.59573730,67.69802058
845,57.00950000,0,1,11.80559437,67.40276727
846,56.90423874,1,0,14.77359289,69.60877942
847,22.28286044,0,1,9.85900568,57.22028878
848,61.38906098,0,1,9.24136586,83.50122245
849,39.47789027,0,0,14.38054759,67.31393476
850,39.79557684,1,0,12.71474415,57.60436279
851,42.99048729,0,0,10.98814094,64.24588498
852,51.79711203,1,0,13.72642526,73.63039531
853,58.06972947,0,0,11.25778734,72.01928714
854,42.89509385,0,0,12.28374205,66.44738766
855,56.02907905,0,0,10.57010063,74.02431108
856,55.55780479,0,1,8.05103706,71.38577279
857,39.56171843,0,1,11.56187443,62.49768369
858,45.96354231,1,0,14.42192450,58.07843345
859,60.39380235,0,1,8.30895902,84.46644556
860,59.01908586,1,0,14.84150023,61.78041408
861,80.39432909,1,0,8.85114491,78.21519418
862,43.07797591,0,1,10.43084393,71.02247487
863,39.77418674,0,0,11.17443273,71.34885763
864,58.79778944,0,0,8.94101424,77.80352011
865,56.80098823,1,1,12.57633154,74.24297117
866,39.86300963,0,1,10.78197388,66.35447862
867,51.18671755,1,0,14.64589649,63.30153796
868,53.19294360,0,0,11.00461657,72.02974188
869,54.29163191,0,1,9.43769604,71.95828668
870,42.95249798,1,1,13.02051944,67.45405484
871,43.07056156,0,1,9.20274625,65.16163128
872,47.08594379,1,1,15.67744783,75.55711694
873,47.18251427,0,1,11.85497044,81.67471705
874,45.78925695,1,1,15.67784069,64.08591292
875,47.35568265,0,1,12.88835708,66.54709920
876,46.98151966,0,0,12.52055522,70.38205557
877,58.94905091,0,0,10.17897704,75.02512665
878,23.70358785,1,1,17.12736426,52.37710748
879,57.81032046,0,1,12.34848658,70.40713458
880,40.40720602,0,0,14.45451438,73.30475261
881,44.45536449,0,1,12.41014725,71.58178675
882,42.05271844,0,0,14.24938704,68.10262023
883,54.87507728,0,0,12.16106542,62.70095751
884,40.55151002,1,0,14.83578373,70.84484086
885,61.96340289,1,1,9.04085185,77.79692775
886,26.73235887,1,0,17.60381336,55.55430396
887,58.13717829,1,1,14.31002469,69.08618916
888,67.20669845,0,1,9.78238581,75.02762163
889,54.28742749,0,1,9.03456807,74.16429983
890,46.20557887,1,1,13.95198756,73.79186904
891,46.49793911,1,0,14.67247728,69.92054755
892,60.24793166,0,0,11.12591419,69.07104750
893,54.55006120,0,1,8.79809505,71.67463445
894,57.29740729,1,1,12.07341200,70.11582183
895,44.61394445,0,1,12.72107867,67.45325902
896,49.16007743,0,1,9.31146649,79.78675866
897,41.63323755,0,1,10.68327643,67.24028191
898,38.92841836,1,1,13.74710589,58.30635687
899,39.81766534,0,1,8.67812021,66.41537850
900,36.02833552,0,0,15.21110066,62.28158080
901,34.92690159,0,1,10.56297495,76.21123980
902,50.11308237,0,1,11.01041311,70.89804875
903,40.70241627,0,1,10.22131956,74.84203063
904,55.02562846,0,0,13.42489002,69.29209757
905,52.60326650,0,1,9.40981540,83.16262047
906,58.65546053,1,1,12.61115065,68.30876110
907,25.73558880,1,1,15.86389541,64.76359551
908,49.28045798,1,0,14.86539417,63.33688161
909,55.97513864,1,1,12.92943667,75.27056090
910,64.61450352,1,1,12.30130535,67.55256633
911,53.45977479,0,0,11.25074142,70.76869931
912,30.78754063,0,0,12.84884674,65.91072209
913,39.40281761,1,0,14.70173739,57.55800224
914,52.46563115,0,1,10.11373215,74.21186407
915,43.14873076,0,0,12.32060509,68.35578343
916,41.98989388,0,1,11.27784055,71.97737166
917,45.37771671,1,0,18.89056042,69.70219343
918,48.20685826,0,1,10.31111873,82.09851514
919,67.26679394,0,0,11.90485769,64.24299356
920,53.03158670,0,1,8.47643484,80.30800340
921,50.30510745,1,1,11.21307870,74.33404811
922,43.70662141,1,1,14.17489482,67.03550182
923,40.40088795,0,0,13.34759720,56.72203761
924,40.43061075,0,1,10.25583607,63.18252120
925,65.08932157,0,0,11.36012718,72.25631058
926,45.62752582,1,0,15.60814933,66.12022667
927,44.33497838,0,0,10.94763410,72.10170920
928,47.30901010,1,1,16.05751056,71.20136220
929,36.42224807,0,0,12.73601602,70.42749239
930,40.20805548,1,0,15.53730385,65.09087981
931,58.27914232,1,1,12.25821415,80.15205849
932,53.16355077,1,1,9.99576593,69.79452579
933,46.59793002,1,1,13.39208005,62.97969554
934,53.86071350,0,1,8.99613640,77.17384101
935,45.71806305,1,1,12.27676960,68.86500941
936,40.52414699,0,1,14.01247940,69.42378582
937,34.63230419,0,0,10.77774696,65.53430502
938,41.15739744,1,0,14.17071014,68.66235907
939,41.78041869,1,0,17.91015272,63.57851715
940,52.03003657,1,0,16.81777024,72.03093891
941,52.65166246,1,0,14.28593527,63.51278329
942,52.35061945,0,1,11.86454270,69.16337736
943,53.71928015,0,1,10.75110101,76.88762777
944,55.29644251,1,1,12.50466171,75.25593458
945,55.07869037,1,0,15.80968566,48.73518641
946,57.05154438,0,1,9.56975402,68.35709884
947,59.83121860,0,0,8.75375189,70.08640052
948,42.13382167,0,1,10.63317000,77.36686588
949,46.46882800,1,1,12.56768160,59.34330452
950,55.76433201,1,1,12.66901059,76.38911071
951,40.71669571,1,0,15.23181887,59.01864188
952,50.12815673,0,0,13.75097659,68.76278465
953,43.99411393,1,0,12.46116377,72.15615429
954,38.89132565,0,0,11.87645256,70.15421271
955,55.72430454,0,1,9.44148514,74.34700618
956,73.15409986,0,1,8.70348629,92.50169725
957,43.05329149,1,1,15.00133080,79.28791060
958,63.57198020,1,1,11.28994440,71.41236912
959,55.33576704,0,0,9.95104160,71.22866841
960,59.60189971,1,1,11.85296911,72.29384045
961,52.78039236,0,0,12.06011469,74.36367957
962,31.46856769,0,1,8.78368149,71.72554732
963,45.86187650,1,0,15.87916332,60.39230092
964,32.08616566,1,1,17.30176777,52.29336432
965,50.52003167,1,0,15.00932591,56.49650339
966,44.55155205,0,1,10.57159522,68.79699294
967,46.92193499,1,1,15.04981988,65.42304428
968,55.99381181,0,0,10.91101979,75.11061201
969,48.10749247,0,0,11.79043448,76.50586305
970,45.53237590,1,0,15.76126126,66.35559436
971,62.62101876,1,0,15.07390197,59.14737091
972,45.98507973,0,1,10.48944291,73.24413259
973,56.90891725,1,0,13.76537645,72.62136560
974,62.33251540,0,0,10.36124715,86.83968584
975,51.54768647,1,1,15.19017911,73.88946175
976,51.88710414,1,0,14.87397976,64.85938293
977,57.65761199,0,0,12.64104668,70.80579478
978,49.39663147,1,1,11.60234404,59.72493060
979,67.02202141,1,1,13.81481261,84.71769089
980,47.00987729,1,0,15.62862329,56.46958596
981,43.51511207,0,0,14.29943550,69.01509932
982,56.02589806,1,1,11.84153274,66.44455929
983,51.01455068,1,0,15.89095871,64.06977209
984,47.33704003,1,0,15.63699220,69.93662194
985,65.54353425,1,1,10.99331649,75.54744135
986,43.99855614,1,0,18.60320699,56.16720400
987,35.76690896,0,0,12.52810161,66.26365984
988,50.96259067,0,1,8.44257390,78.52325428
989,44.01506798,1,1,12.41002997,56.79696115
990,62.85843034,0,1,8.33781212,82.23619963
991,36.15748917,1,0,15.99397549,60.13285253
992,26.91026825,0,1,11.28118117,64.09028733
993,61.20786660,1,1,11.60035636,74.01438560
994,46.56556712,0,0,13.92475855,69.01166169
995,70.01450968,1,0,16.06085838,69.84896208
996,45.87356780,0,1,9.56894612,83.46385252
997,55.17208964,0,1,9.29290204,86.48957391
998,49.20266025,1,1,13.14312012,58.00265946
999,52.34943341,0,0,11.31057716,74.27888450
1000,44.58179060,0,0,12.10813584,59.84126998
1001,40.14567990,1,0,13.70329704,47.06649528
1002,52.09449308,1,1,10.02142534,73.09487400
1003,49.08070491,0,1,11.79900067,74.77465939
1004,59.78915299,0,1,8.48677535,87.33367610
1005,42.40738339,0,0,12.12864653,66.07058150
1006,63.44583910,1,0,13.88349769,64.28427416
1007,55.54693086,1,0,12.94394760,65.70218227
1008,48.11510070,0,1,9.13436434,75.23395421
1009,54.63907283,1,0,15.33079419,72.38647104
1010,52.55642322,1,0,16.55125531,69.35149524
1011,40.41563089,1,1,12.86161823,66.84658268
1012,67.34022568,0,0,10.73903613,85.49767777
1013,53.88541769,0,1,11.40037286,74.07059671
1014,45.95797302,1,0,14.43607034,56.71102982
1015,37.30446840,1,1,13.81427892,64.32168202
1016,47.51557955,0,1,7.83629733,63.76693280
1017,48.98847658,1,1,17.23348026,84.00670763
1018,67.00187057,1,1,14.25242837,71.90071590
1019,62.81753734,0,0,11.95229145,70.26255467
1020,41.93280413,1,1,11.68696283,61.50452740
1021,57.74981558,1,0,15.57835381,74.12807468
1022,45.32997542,1,0,15.36901234,59.31428638
1023,63.16865384,1,1,13.62164826,71.80184298
1024,55.55016962,0,1,8.93646288,79.79472489
1025,44.37029265,1,0,16.77456151,62.03702538
1026,51.96413430,1,1,10.99523656,73.45017186
1027,62.27838314,1,1,14.82959246,60.03152842
1028,46.47147492,0,0,12.81146127,67.14910661
1029,47.45776887,1,1,11.79505148,64.22444558
1030,27.55458399,1,0,18.16647781,52.97630961
1031,57.12138840,1,0,16.83677768,65.00666065
1032,49.89630392,0,0,9.33971181,60.25553205
1033,64.61111057,0,1,10.74756017,92.00867828
1034,50.60996164,0,1,11.23270873,76.64935787
1035,58.70351816,1,1,12.58287799,77.81953987
1036,41.44426333,0,0,11.74128992,57.87442060
1037,39.70124059,1,1,13.66530757,70.78207407
1038,59.46097512,0,1,6.45361989,75.79725951
1039,41.71879165,0,1,11.74953405,71.25577445
1040,48.64946562,0,1,6.20619097,77.31551636
1041,44.53715216,0,1,9.88310926,60.24885702
1042,62.37063574,1,1,12.30080598,68.15680013
1043,45.24842112,0,1,7.88687141,71.55440055
1044,64.27759866,0,1,8.55755750,82.42436473
1045,38.75208997,1,0,16.70839500,69.37026916
1046,48.59966315,1,0,17.20499092,69.38443357
1047,56.63862890,1,1,11.15415827,78.79809439
1048,53.48899220,0,1,7.14016739,70.32840902
1049,47.70028131,0,1,10.15585579,65.60676589
1050,43.35904292,0,0,13.50169697,59.66550344
1051,34.32424691,1,0,16.11689057,67.77914338
1052,54.46575282,0,1,10.53156210,80.55713711
1053,65.76856151,0,1,11.13658735,74.52361131
1054,61.22591440,0,1,9.11662576,65.75047948
1055,40.47662645,1,0,17.84971245,59.33604561
1056,40.86015311,0,0,10.52535138,68.70246985
1057,53.49888743,0,0,13.48548683,68.92472285
1058,36.07401046,0,1,8.16271776,71.25318637
1059,54.76680135,1,1,10.49265579,70.13255146
1060,43.17130208,0,1,12.37339854,81.65999333
1061,42.66861366,0,0,10.38471370,72.65490486
1062,45.03409914,0,0,12.49985894,66.89026017
1063,52.50885054,1,1,14.55086046,66.95723504
1064,41.26999113,0,0,10.02354391,67.76112087
1065,36.97406727,0,1,7.02565081,57.11658777
1066,44.17951678,1,1,12.83151521,66.64574357
1067,61.20251305,0,0,9.70174657,82.27473953
1068,46.90154554,1,0,18.63507845,53.20869778
1069,22.43177626,0,1,9.43754246,66.33840619
1070,54.44037320,0,0,11.63604594,62.91524689
1071,57.16735266,0,1,10.90100282,78.77662034
1072,46.30768015,1,1,15.64078967,58.73139050
1073,60.41356697,0,0,10.27024419,67.35769590
1074,63.51219001,1,0,12.80788467,59.57273065
1075,34.44047037,0,1,12.88303861,67.32166884
1076,40.22809801,0,1,15.21016018,66.48657165
1077,66.23820722,0,1,9.66440398,90.05314070
1078,58.59962824,0,0,11.31491782,85.04495644
1079,55.04112018,0,1,9.49779216,83.78560364
1080,41.69571872,1,1,15.37810727,58.13376706
1081,44.13343959,0,1,12.75894513,66.10968424
1082,37.90837686,0,1,10.78742911,64.45520413
1083,34.13735928,1,0,16.68992644,50.55987852
1084,50.35465696,1,1,11.75904968,76.03002329
1085,59.06405838,1,0,18.29930109,72.36641730
1086,32.11784110,0,1,11.19915106,64.18286769
1087,53.88418515,0,1,5.39176006,60.14908431
1088,63.96442456,0,0,10.75711917,69.05941314
1089,63.63845021,0,1,11.50700899,86.21401003
1090,47.77532707,0,1,8.79366265,69.42954177
1091,57.39341391,0,0,11.47861506,71.40556312
1092,44.87286715,1,0,15.98204893,65.59102685
1093,33.45443169,0,0,15.15411305,69.45239817
1094,51.73414886,0,1,11.53565828,65.87946856
1095,36.00238131,1,0,15.67525827,69.25007244
1096,48.16470704,1,0,17.48721592,65.08817512
1097,66.30675841,1,1,11.68786813,72.96855240
1098,38.34826075,0,1,13.40690434,72.00601119
1099,51.60160119,1,1,13.35526639,73.48151841
1100,35.82028540,0,0,13.71625134,59.60739621
1101,53.75472104,0,0,12.09358285,66.25174246
1102,37.25154091,0,0,11.41169981,58.96829773
1103,74.59497782,1,0,13.62279248,81.77014631
1104,66.80895360,0,0,11.18645503,77.07955948
1105,39.92519239,1,0,15.83573028,55.89101659
1106,60.33562685,0,0,13.24966593,78.73226197
1107,57.29173478,1,1,16.02327948,70.38422557
1108,55.20972579,0,0,12.60486933,62.24626364
1109,51.75510819,0,1,11.04249437,73.80921851
1110,53.46861598,1,1,9.36465437,67.94401138
1111,49.80991984,0,0,12.35495575,72.33362748
1112,53.08301003,0,1,8.29791761,73.97917518
1113,41.38388517,0,1,9.69589330,72.55135450
1114,70.44631758,0,0,9.57916228,79.25644793
1115,44.17693873,0,1,11.11003945,66.49864101
1116,74.90899950,1,1,11.09361703,70.81869167
1117,42.53411873,0,0,11.20439734,61.34809469
1118,48.08685514,0,1,13.39478040,70.58863767
1119,43.27091672,1,1,14.66029136,66.22838946
1120,52.38677706,0,1,12.00134966,75.65348150
1121,48.31400266,1,0,14.43247155,57.59890538
1122,53.13704959,0,1,10.93159054,68.35442613
1123,41.02674079,1,1,10.58233711,75.15606619
1124,58.68130140,0,0,10.05420128,77.31538322
1125,37.81314753,0,1,9.96456446,65.97451145
1126,55.96335024,1,0,15.45255332,67.30482820
1127,35.53137102,1,1,13.38814777,62.94897330
1128,29.83117154,0,1,12.34452226,61.14422086
1129,49.62514162,0,1,9.09283287,66.68731724
1130,57.20032657,1,1,11.47997164,81.31765173
1131,43.67154663,0,1,10.50637665,57.32566246
1132,58.17284640,1,0,14.21247134,58.37931204
1133,68.53917152,1,1,12.84565594,80.99267022
1134,41.16640109,1,1,13.54804326,65.93106216
1135,45.90768559,0,1,10.11679410,68.90555699
1136,55.76959311,0,1,7.31414771,66.17208141
1137,43.00770487,0,0,12.94158912,73.13357474
1138,59.47218196,0,0,11.80582639,74.86625713
1139,31.89200339,0,1,8.78076518,65.99698048
1140,40.03803181,0,1,13.08161607,80.37915253
1141,49.19681070,1,0,16.37694867,60.01318549
1142,37.03628026,1,1,15.44952116,57.60935419
1143,60.11413801,0,0,9.83066641,69.47688115
1144,42.45963146,0,0,11.21134813,61.07976654
1145,58.38805468,1,1,13.38572009,73.49166532
1146,36.72747244,0,1,12.30917206,72.16795184
1147,48.96321111,0,0,9.70829565,67.30478369
1148,50.82614682,1,1,13.50808482,67.25118757
1149,65.83956740,0,0,10.32815690,81.65966502
1150,65.62598861,0,0,13.06729857,91.93270015
1151,37.89831719,1,0,14.03879855,55.15501963
1152,52.26148814,0,1,9.54047103,78.20464917
1153,29.88574267,0,1,11.93182472,62.04720913
1154,48.00563280,0,1,12.92139416,71.31728298
1155,47.40980384,0,1,10.93133082,70.07501117
