person_id,site,baseline_stress,workshop_offer,attended_workshop,wellbeing_after
606,Cedar,30.04517353,0,0,69.39102294
607,Cedar,50.84485065,1,1,60.52139245
608,Cedar,45.81096016,1,0,69.31158589
609,Cedar,50.17303706,0,0,61.96684779
610,Cedar,43.22604119,0,0,68.56562352
611,Cedar,31.90443139,0,0,62.20715033
612,Cedar,54.96323523,0,0,50.99520962
613,Cedar,42.38202825,1,1,67.54992505
614,Cedar,32.56584740,1,1,73.82945656
615,Cedar,57.38123102,0,0,55.37511837
616,Cedar,31.93337464,0,0,71.89873982
617,Cedar,52.42737153,0,0,61.36039663
618,Cedar,40.50552635,1,0,65.29354744
619,Cedar,43.30588849,1,0,64.55884828
620,Cedar,55.28748012,0,0,59.03891389
621,Cedar,51.41854262,0,0,56.55928216
622,Cedar,48.17893341,0,0,63.73847400
623,Cedar,31.96667236,1,1,64.75177510
624,Cedar,41.43459775,0,0,58.51576436
625,Cedar,53.16218497,0,0,58.37660042
626,Cedar,59.18747544,0,0,55.86440691
627,Cedar,39.83279480,0,0,67.78487308
628,Cedar,56.07998626,1,0,60.30197286
629,Cedar,42.54313050,0,0,64.54612743
630,Cedar,43.17797465,1,0,62.93150714
631,Cedar,49.17876720,0,0,63.62803603
632,Cedar,68.47216534,1,0,53.70517170
633,Cedar,34.78728700,1,0,62.99609744
634,Cedar,34.50732881,1,0,70.29495455
635,Cedar,30.85998879,0,0,60.72082316
636,Cedar,39.10637507,0,0,70.47272971
637,Cedar,32.47297024,0,0,58.79888353
638,Cedar,41.40637697,1,1,68.86413775
639,Cedar,39.84440352,1,0,69.77501590
640,Cedar,50.33278658,0,0,67.59075928
641,Cedar,60.49069498,0,0,57.13108251
642,Cedar,42.28266626,1,0,56.76220307
643,Cedar,55.86543791,0,0,67.08788190
644,Cedar,32.34851189,0,0,63.90164955
645,Cedar,41.07760284,1,1,70.39190031
646,Cedar,30.60580278,0,0,63.99867335
647,Cedar,45.40787053,1,1,66.01664453
648,Cedar,46.78858439,1,1,78.00875824
649,Cedar,31.62636043,0,0,77.05422563
650,Cedar,42.41890519,0,0,61.94481087
651,Cedar,46.79362398,1,1,79.98080653
652,Cedar,58.72559591,1,0,51.69417372
653,Cedar,53.96436882,0,0,57.23127503
654,Cedar,46.06877786,1,1,57.15896735
655,Cedar,35.75927673,0,0,60.58208034
656,Cedar,52.13111423,1,0,57.80387494
657,Cedar,51.52222569,1,0,58.75047005
658,Cedar,52.15499393,0,0,60.98673179
659,Cedar,50.82707263,0,0,61.91754582
660,Cedar,42.05066689,0,0,63.67379597
661,Cedar,55.71755120,0,0,51.78851414
662,Cedar,35.60421573,0,0,68.96190227
663,Cedar,39.29182340,0,0,67.27190262
664,Cedar,49.46493584,0,0,71.02993840
665,Cedar,64.48944108,0,0,60.94555758
666,Cedar,44.52715572,1,0,63.62565805
667,Cedar,45.91389296,1,1,61.53349579
668,Cedar,47.35915651,1,1,69.47947582
669,Cedar,43.71470554,1,1,65.46257895
670,Cedar,36.46959380,1,0,68.63139667
671,Cedar,41.85152530,1,1,64.08573902
672,Cedar,25.50460286,0,0,67.96510850
673,Cedar,46.89179428,1,0,50.79828858
674,Cedar,29.53623497,0,0,67.87267935
675,Cedar,54.46907392,0,0,63.05672395
676,Cedar,38.71278515,1,1,76.43636437
677,Cedar,38.33700269,0,0,69.04654403
678,Cedar,38.96427903,0,0,56.78113197
679,Cedar,49.60444238,1,1,65.86915050
680,Cedar,49.84579742,0,0,74.30738956
681,Cedar,46.30823859,1,0,63.71272372
682,Cedar,44.95217958,1,0,65.85043815
683,Cedar,46.75201692,1,0,66.06112303
684,Cedar,36.31651069,1,1,66.79949202
685,Cedar,44.37932659,0,0,67.10687125
686,Cedar,44.21850160,1,1,65.39165568
687,Cedar,38.61341219,1,0,69.75124572
688,Cedar,48.46283314,1,1,65.79296474
689,Cedar,39.01713301,1,1,71.28937896
690,Cedar,46.47675295,1,0,62.95301597
691,Cedar,50.97607215,1,0,59.81798746
692,Cedar,46.88943342,1,1,61.96535564
693,Cedar,47.65033289,1,0,64.21497429
694,Cedar,43.42703067,1,1,63.77388395
695,Cedar,54.21709461,1,0,60.43137910
696,Cedar,52.81874045,1,0,54.51203632
697,Cedar,44.86557268,1,1,66.23900613
698,Cedar,63.57353673,0,0,56.88947805
699,Cedar,55.82199753,0,0,55.06080770
700,Cedar,49.25506008,0,0,70.48093874
701,Cedar,45.79842676,0,0,64.08197097
702,Cedar,41.97846958,0,0,55.56031034
703,Cedar,55.08768897,0,0,59.04129467
704,Cedar,48.78396182,0,0,63.58914935
705,Cedar,40.62847729,0,0,53.30002878
706,Cedar,35.38065577,0,0,69.87392949
707,Cedar,38.33543028,0,0,62.20021657
708,Cedar,38.88993100,0,0,62.19235465
709,Cedar,51.80574552,0,0,59.16801115
710,Cedar,38.46404436,1,0,67.31438547
711,Cedar,52.22469701,1,0,68.32670374
712,Cedar,51.28256561,0,0,56.68716239
713,Cedar,57.38809404,0,0,55.37650622
714,Cedar,54.72372782,0,0,54.49521167
715,Cedar,35.65755644,0,0,68.28790978
716,Cedar,40.62827238,0,0,63.35867902
717,Cedar,39.18584301,0,0,61.72899234
718,Cedar,60.48900264,0,0,50.11630522
719,Cedar,46.17709131,0,0,51.44794497
720,Cedar,54.46660492,0,0,68.39896229
721,Cedar,42.60418933,0,0,67.50475936
722,Cedar,52.72890611,0,0,66.27325353
723,Cedar,49.28215520,0,0,60.00611346
724,Cedar,50.35758818,0,0,60.31303681
725,Cedar,48.72397962,1,0,58.61817701
726,Cedar,39.88328179,0,0,63.03338849
727,Cedar,57.76308683,1,0,58.88665454
728,Cedar,62.99973858,1,0,50.92009475
729,Cedar,46.59937680,0,0,66.37486138
730,Cedar,41.19151082,1,0,72.55565787
731,Cedar,40.81609832,1,1,67.33673731
732,Cedar,43.99849244,0,0,63.82061362
733,Cedar,41.82502861,1,1,62.48415885
734,Cedar,42.61104680,0,0,74.58454157
735,Cedar,67.24566466,1,0,56.59949374
736,Cedar,40.98232688,1,1,68.67589299
737,Cedar,39.33125113,1,0,70.52877191
738,Cedar,49.57134755,0,0,63.20373953
739,Cedar,44.16398860,0,0,58.91019572
740,Cedar,48.43591917,1,0,66.82344665
741,Cedar,63.17372535,1,1,60.30436540
742,Cedar,33.60479806,1,0,78.69430968
743,Cedar,32.58107562,1,0,65.46994429
744,Cedar,45.48034565,0,0,62.92225383
745,Cedar,48.01674211,0,0,62.14390445
746,Cedar,35.31276180,0,0,71.96061651
747,Cedar,51.01995241,0,0,69.65133876
748,Cedar,39.88372461,1,0,69.71355263
749,Cedar,52.36459666,1,0,53.30669536
750,Cedar,42.39298346,1,1,66.74898721
751,Cedar,53.96914021,0,0,59.13673103
752,Cedar,56.82311660,0,0,58.16529184
753,Cedar,30.13212970,1,0,66.28167324
754,Cedar,72.76458421,0,0,51.25660828
755,Cedar,32.20161650,0,0,66.82661073
756,Cedar,37.44732243,1,1,67.62951315
757,Cedar,70.35081046,1,0,58.08836758
758,Cedar,45.44016547,0,0,65.40930466
759,Cedar,49.16604586,0,0,64.52630740
760,Cedar,56.40901515,0,0,57.56066315
761,Cedar,45.06682191,1,1,63.94938804
762,Cedar,36.54643872,0,0,70.87732086
763,Cedar,34.18738275,0,0,57.90790724
764,Cedar,52.16356326,1,0,59.89085318
765,Cedar,49.13264145,0,0,57.00665948
766,Cedar,54.31361743,1,0,62.31145743
767,Cedar,51.23241712,0,0,67.60636205
768,Cedar,46.36112349,0,0,59.09724578
769,Cedar,50.60141728,0,0,59.15798361
770,Cedar,46.83478053,1,1,63.62023285
771,Cedar,51.44833349,1,1,65.64688084
772,Cedar,48.26992053,1,0,50.92387565
773,Cedar,35.90238017,1,1,67.56834866
774,Cedar,55.45733855,0,0,56.74838757
775,Cedar,51.53111817,0,0,65.55451443
776,Cedar,46.67855580,0,0,64.93472430
777,Cedar,62.46354608,0,0,67.98936905
778,Cedar,53.30568574,1,1,66.49219229
779,Cedar,44.71079763,1,0,58.66412168
780,Cedar,32.31881352,0,0,62.45575104
781,Cedar,48.85836712,1,0,67.25994890
782,Cedar,50.76835441,1,0,64.88819686
783,Cedar,51.89614509,0,0,58.23018664
784,Cedar,48.71466659,1,0,60.37816437
785,Cedar,49.54872479,1,0,64.78596141
786,Cedar,38.74090858,0,0,63.32600517
787,Cedar,39.50711157,1,1,60.71727744
788,Cedar,40.46368422,1,0,65.28697861
789,Cedar,39.94226918,0,0,62.31711232
790,Cedar,44.26359670,1,0,68.69280986
791,Cedar,48.34278755,0,0,57.33855044
792,Cedar,33.12260823,1,1,68.86813597
793,Cedar,49.25215148,0,0,57.84352545
794,Cedar,50.58340358,0,0,67.86350054
795,Cedar,57.96105126,1,1,55.93213031
796,Cedar,40.59259356,1,0,64.02241188
797,Cedar,62.21129131,0,0,62.01568099
798,Cedar,59.47632016,0,0,61.00813649
799,Cedar,36.42576198,0,0,64.68361005
800,Cedar,48.37807437,1,1,57.10774718
801,Cedar,42.90790858,1,1,69.64643450
802,Cedar,59.54455420,1,0,50.90074770
803,Cedar,44.15195080,0,0,65.55284572
804,Cedar,42.50378965,0,0,56.44777981
805,Cedar,43.09875761,1,0,62.09852892
806,Cedar,39.44937397,1,0,64.92786029
807,Cedar,64.98430826,1,0,51.42630626
808,Cedar,57.90685990,1,1,64.14682043
809,Cedar,53.59788536,0,0,62.05298231
810,Cedar,50.69512544,0,0,55.58168250
811,Cedar,57.80127708,0,0,61.56887950
812,Cedar,42.89435574,1,0,66.67638009
813,Cedar,48.58905120,0,0,62.87338546
814,Cedar,47.31071998,1,1,52.39827985
815,Cedar,42.55639876,0,0,66.22860588
816,Cedar,50.07999461,0,0,61.28051468
817,Cedar,44.99346232,1,1,81.39732164
818,Cedar,43.75797009,1,1,57.18905976
819,Cedar,57.18709833,0,0,54.40298870
820,Cedar,27.01353557,1,0,69.69776722
821,Cedar,61.71798324,0,0,61.49968577
822,Cedar,45.48212943,1,0,67.38309901
823,Cedar,34.33800585,0,0,66.20730182
824,Cedar,61.83990385,0,0,62.81742812
825,Cedar,31.95582371,1,0,71.24269708
826,Cedar,43.64442684,0,0,59.32370095
827,Cedar,58.12326538,0,0,64.22453812
828,Cedar,49.90173252,0,0,65.42988672
829,Cedar,47.99305682,1,1,69.45934419
830,Cedar,57.85943133,0,0,52.49415380
831,Cedar,43.18312927,1,0,54.97429764
832,Cedar,50.92482255,1,0,65.14268333
833,Cedar,43.64765637,1,1,64.06936778
834,Cedar,36.47830224,0,0,68.41162053
835,Cedar,38.64426442,1,1,73.40074879
836,Cedar,55.52401557,1,0,59.77162627
837,Cedar,41.37827563,1,1,67.94862842
838,Cedar,55.97039917,1,0,51.73911202
839,Cedar,25.82558764,0,0,77.27608626
840,Cedar,68.70251263,1,1,52.90655235
841,Cedar,55.91514830,0,0,64.69007351
842,Cedar,52.59244467,0,0,58.04206329
843,Cedar,30.49724289,0,0,63.47864983
844,Cedar,36.11684806,0,0,61.76779089
845,Cedar,39.45655773,0,0,56.54209546
846,Cedar,48.74288767,0,0,68.24458764
847,Cedar,35.22260758,1,0,62.42492713
848,Cedar,44.82012067,0,0,67.21083646
849,Cedar,46.56701953,1,0,72.20498480
850,Cedar,47.19477116,0,0,61.17616492
851,Cedar,40.52766971,0,0,61.94014084
852,Cedar,45.01702065,1,1,65.60241876
853,Cedar,58.79848548,1,0,65.23705681
854,Cedar,36.65109892,1,0,62.94687271
855,Cedar,52.07746562,1,0,49.56021230
856,Cedar,57.83002998,0,0,55.67013194
857,Cedar,40.89843225,1,0,56.79987418
858,Cedar,50.57372145,1,0,65.72745626
859,Cedar,43.43819805,0,0,66.21767920
860,Cedar,50.76280696,0,0,56.61782189
861,Cedar,51.42468202,1,0,60.41602382
862,Cedar,48.16571961,1,0,59.25199005
863,Cedar,48.84158330,0,0,60.77744730
864,Cedar,39.56223890,1,0,60.43481195
865,Cedar,51.61987676,0,0,66.50205541
866,Cedar,44.22673380,0,0,65.63604120
867,Cedar,39.58212492,1,0,71.35678049
868,Cedar,40.94546847,1,1,54.66793109
869,Cedar,46.47565859,0,0,64.88125716
870,Cedar,45.17818704,1,1,65.26995234
871,Cedar,51.67058176,0,0,63.74480199
872,Cedar,46.55079589,1,0,56.78729815
873,Cedar,51.71335974,1,1,49.13088576
874,Cedar,38.69333753,1,1,69.52077707
875,Cedar,30.82128396,0,0,64.78820707
876,Cedar,46.19491976,1,0,71.09133982
877,Cedar,29.97597576,0,0,65.75454699
878,Cedar,40.16745084,1,1,57.22914301
879,Cedar,54.77558396,0,0,66.61714431
880,Cedar,47.89296459,1,0,63.15612996
881,Cedar,41.38125952,1,1,71.83170576
882,Cedar,57.99878535,0,0,60.31506816
883,Cedar,42.84792932,1,0,60.80183695
884,Cedar,41.85633247,1,0,69.51241789
885,Cedar,54.05243040,1,1,55.97062650
886,Cedar,44.93314270,1,0,66.43068761
887,Cedar,51.94537452,0,0,64.13740231
888,Cedar,44.00666256,0,0,67.00390259
889,Cedar,31.41578792,1,0,73.15668668
890,Cedar,50.23279732,0,0,58.82802745
891,Cedar,44.28637695,0,0,69.71041946
892,Cedar,37.70646863,0,0,73.06320126
893,Cedar,36.08482750,0,0,69.62219955
894,Cedar,44.53028009,1,0,47.54535091
895,Cedar,31.97114913,1,0,63.23783904
896,Cedar,47.06012357,0,0,59.08346051
897,Cedar,61.89551381,1,0,65.58250497
898,Cedar,32.55060066,1,1,64.20620535
899,Cedar,52.22442407,1,1,66.42592456
900,Cedar,59.14256507,0,0,64.35765732
901,Cedar,50.74487737,0,0,62.45951543
902,Cedar,41.63278391,1,0,67.73786738
903,Cedar,36.77098606,0,0,61.59102826
904,Cedar,27.86037295,1,0,70.76022643
905,Cedar,51.17410269,0,0,57.94181555
906,Cedar,54.50334373,0,0,56.36760829
907,Cedar,42.79974047,0,0,70.62694411
908,Cedar,43.39568398,1,0,54.64505902
909,Cedar,44.94989309,0,0,62.87974572
910,Cedar,54.37069378,0,0,64.26809554
911,Cedar,64.69459679,1,0,64.85371683
912,Cedar,42.02489458,1,1,65.44992843
913,Cedar,47.54399191,0,0,60.94683315
914,Cedar,53.92849003,1,1,59.20519179
915,Cedar,47.91653135,1,0,63.50432760
916,Cedar,24.50085403,0,0,91.84478430
917,Cedar,52.33965537,1,0,64.70291674
918,Cedar,59.97913374,1,0,52.09372282
919,Cedar,52.90786890,0,0,53.35466444
920,Cedar,48.70134248,0,0,64.49521144
921,Cedar,52.79626356,1,1,57.42442896
922,Cedar,59.00097634,1,1,54.91688376
923,Cedar,53.75914260,1,1,64.07824847
924,Cedar,41.18253259,0,0,67.05741729
925,Cedar,49.09244231,1,1,63.82695388
926,Cedar,18.05886812,1,1,76.30942093
927,Cedar,54.24901077,1,0,52.66646983
928,Cedar,28.01956773,0,0,72.99930436
929,Cedar,40.88747438,0,0,51.70871947
930,Cedar,45.99030659,1,0,57.19525574
931,Cedar,54.00595822,0,0,73.87480286
932,Cedar,32.25304605,0,0,64.54009030
933,Cedar,53.33083741,1,0,66.61287461
934,Cedar,33.08317718,1,0,70.36076765
935,Cedar,47.43269961,0,0,56.00683436
936,Cedar,46.76609632,1,0,56.51545484
937,Cedar,55.80217570,0,0,58.66964273
938,Cedar,56.16501549,1,1,57.16418139
939,Cedar,45.17572998,0,0,64.13157070
940,Cedar,32.02408083,1,1,68.53366941
941,Cedar,66.82609476,1,0,59.38704431
942,Cedar,52.63148266,1,0,64.14265116
943,Cedar,61.29374596,1,0,66.57532124
944,Cedar,50.13516846,1,0,60.96657031
945,Cedar,52.33069768,0,0,74.15837082
946,Cedar,25.42969375,1,1,67.59320736
947,Cedar,40.97497561,1,1,74.09404983
948,Cedar,50.03941116,1,1,68.33338449
949,Cedar,59.42608518,0,0,61.48136643
950,Cedar,44.02535676,0,0,68.14202493
951,Cedar,49.30326220,1,0,62.10326370
952,Cedar,58.47819367,0,0,61.04269639
953,Cedar,63.52571706,1,0,58.41921273
954,Cedar,51.11330624,0,0,63.57838805
955,Cedar,47.75231892,0,0,58.65944420
956,Cedar,58.53277625,0,0,62.38824266
957,Cedar,58.85940505,0,0,60.54049112
958,Cedar,50.30473954,0,0,55.23755383
959,Cedar,43.56669443,1,1,79.93427437
960,Cedar,33.45757249,0,0,59.90980112
961,Cedar,56.08232813,0,0,52.92149343
962,Cedar,42.48503474,0,0,69.47935807
963,Cedar,27.61270431,1,0,67.97705286
964,Cedar,36.83990878,0,0,82.54774756
965,Cedar,44.72988272,0,0,74.84373430
966,Cedar,67.11495912,1,0,58.35888526
967,Cedar,53.33988563,1,0,56.26073201
968,Cedar,53.01299354,0,0,63.93517086
969,Cedar,53.06116783,0,0,66.06353773
970,Cedar,45.95977826,0,0,57.25525384
971,Cedar,57.15271939,1,0,61.65624688
972,Cedar,66.63033189,0,0,60.64193949
973,Cedar,44.03042001,1,0,70.69573267
974,Cedar,36.24986067,1,0,74.30646717
975,Cedar,48.28077187,1,0,56.40162300
976,Cedar,42.05030867,0,0,65.15360319
977,Cedar,42.89023402,0,0,58.18165578
978,Cedar,52.93627390,0,0,53.16230852
979,Cedar,59.00644568,1,1,65.01389584
980,Cedar,43.17698553,0,0,60.50424102
981,Cedar,35.43923538,1,0,62.11407434
982,Cedar,56.32010250,0,0,61.95321790
983,Cedar,59.45118575,0,0,59.74016905
984,Cedar,49.09356379,1,1,67.19451743
985,Cedar,69.96702820,0,0,54.64804808
986,Cedar,42.99558358,0,0,56.87492918
987,Cedar,47.08752205,1,1,60.02039505
988,Cedar,38.01154046,0,0,60.16462787
989,Cedar,53.32072289,1,1,66.92819744
990,Cedar,44.03224484,0,0,63.71908042
991,Cedar,41.70259933,0,0,55.52973860
992,Cedar,44.63461904,0,0,73.52441286
993,Cedar,54.35109931,1,0,56.87044380
994,Cedar,47.53300223,0,0,66.31468237
995,Cedar,47.79383915,1,1,62.56399665
996,Cedar,47.59974543,1,0,58.47380794
997,Cedar,53.38026523,0,0,59.76866073
998,Cedar,36.77572300,1,0,68.96746609
999,Cedar,56.35433431,0,0,52.04162494
1000,Cedar,65.72664304,0,0,54.57861985
1001,Cedar,42.04468153,0,0,62.86336458
1002,Cedar,56.19979898,0,0,63.23018463
1003,Cedar,48.79075358,1,1,78.62246977
1004,Cedar,43.46827020,0,0,59.15002520
1005,Cedar,42.19890015,0,0,74.26469343
1006,Cedar,44.88003741,0,0,65.53083370
1007,Cedar,54.52657361,0,0,64.32984412
1008,Cedar,57.45718700,0,0,62.12515293
1009,Cedar,46.91363368,1,1,62.24175138
1010,Cedar,37.28103308,0,0,74.33087566
1011,Cedar,33.89022831,0,0,66.27773646
1012,Cedar,43.86781765,1,0,56.19221612
1013,Cedar,47.66462438,0,0,66.88368998
1014,Cedar,38.18912878,1,1,61.80695498
1015,Cedar,46.61618191,1,0,52.68330061
1016,Cedar,48.78602382,0,0,60.94639711
1017,Cedar,33.96797226,1,1,68.01546581
1018,Cedar,43.03795197,1,0,71.37202527
1019,Cedar,47.63061318,1,1,52.84786196
1020,Cedar,52.78957000,1,0,66.11896561
1021,Cedar,55.08976378,0,0,63.20418290
1022,Cedar,49.01567424,0,0,68.75815408
1023,Cedar,63.64298987,0,0,58.45428916
1024,Cedar,47.59897989,0,0,65.23260937
1025,Cedar,57.69267565,1,0,58.03932219
1026,Cedar,36.51716466,0,0,64.53908094
1027,Cedar,57.34298085,0,0,60.63791748
1028,Cedar,41.40085299,0,0,55.53957508
1029,Cedar,47.47541280,1,0,62.06839498
1030,Cedar,36.49693480,0,0,64.80345568
1031,Cedar,49.10017440,0,0,63.41555710
1032,Cedar,50.17929208,1,0,62.14596997
1033,Cedar,45.20886162,1,0,62.89664738
1034,Cedar,44.76106916,0,0,56.98953339
1035,Cedar,39.30851381,0,0,65.87452144
1036,Cedar,56.74652568,1,0,55.93965471
1037,Cedar,42.00945156,0,0,66.03821219
1038,Cedar,42.95770612,0,0,60.16616297
1039,Cedar,21.90143361,0,0,74.00470084
1040,Cedar,44.52949213,1,0,60.56273331
1041,Cedar,44.65734491,0,0,61.43587595
1042,Cedar,44.18748955,0,0,59.51859245
1043,Cedar,54.22162878,1,0,47.50301193
1044,Cedar,39.23981882,1,0,69.63055117
1045,Cedar,45.45815555,0,0,63.38579786
1046,Cedar,50.30215032,1,0,55.36557473
1047,Cedar,49.60390770,0,0,67.80792900
1048,Cedar,54.14563527,0,0,57.33925091
1049,Cedar,50.72284516,1,1,72.88417589
1050,Cedar,39.84060253,0,0,65.13465607
1051,Cedar,42.04381055,1,1,71.86567590
1052,Cedar,46.87247466,1,0,61.29929985
1053,Cedar,35.98002130,0,0,65.45265159
1054,Cedar,54.63429794,0,0,65.63703434
1055,Cedar,34.79413580,1,1,71.50172085
1056,Cedar,36.44933295,0,0,64.30056092
1057,Cedar,41.98523632,0,0,65.10399314
1058,Cedar,57.06705602,0,0,54.94245055
1059,Cedar,43.96477864,1,1,62.92035167
1060,Cedar,46.91362523,1,0,63.75384280
1061,Cedar,39.78313086,1,0,69.84174326
1062,Cedar,50.90140162,1,0,61.55957688
1063,Cedar,46.70281146,0,0,71.42449508
1064,Cedar,38.22433806,1,0,64.43321627
1065,Cedar,32.61306476,0,0,62.85281089
1066,Cedar,29.35194206,0,0,70.08367314
1067,Cedar,56.28678178,0,0,64.49939745
1068,Cedar,46.67920033,0,0,70.83718806
1069,Cedar,49.48776514,0,0,73.04361015
1070,Cedar,67.45233822,1,0,58.59506847
1071,Cedar,55.60652273,0,0,58.73323742
1072,Cedar,44.91892061,1,1,60.76839952
1073,Cedar,53.34546355,0,0,63.72464094
1074,Cedar,53.35182468,0,0,55.03068181
1075,Cedar,67.76110527,0,0,51.29321237
1076,Cedar,42.54477785,1,0,69.05654044
1077,Cedar,45.28071531,1,0,60.41536006
1078,Cedar,24.86218310,1,0,70.83365254
1079,Cedar,54.60116151,1,1,69.46790840
1080,Cedar,42.19394851,1,0,63.71213277
1081,Cedar,53.52862744,0,0,55.11206138
1082,Cedar,53.40023873,0,0,60.78933149
1083,Cedar,46.21880514,0,0,60.60585595
1084,Cedar,46.15926515,1,0,60.12636041
1085,Cedar,35.96204180,0,0,68.76135535
1086,Cedar,40.26357695,0,0,66.10216327
1087,Cedar,46.28803003,1,0,64.13930803
1088,Cedar,45.44309840,1,1,63.36468986
1089,Cedar,52.66767650,1,0,62.86229316
1090,Cedar,34.07288885,1,1,71.30033954
1091,Cedar,36.01714834,1,1,63.14228112
1092,Cedar,61.30146399,0,0,65.75669602
1093,Cedar,59.78814199,1,0,59.12500106
1094,Cedar,40.04143551,1,0,64.18658528
1095,Cedar,53.26498389,0,0,56.57251057
1096,Cedar,43.81808109,0,0,69.88157068
1097,Cedar,51.82829859,0,0,55.95907806
1098,Cedar,46.63042733,1,1,69.25604587
1099,Cedar,39.26734037,0,0,59.12053370
1100,Cedar,41.68153887,1,1,68.34313672
1101,Cedar,35.93424708,1,0,65.22133085
1102,Cedar,50.39981473,1,0,54.55974331
1103,Cedar,49.69424448,0,0,62.22218648
1104,Cedar,53.54661530,0,0,60.15028491
1105,Cedar,42.39528398,1,0,67.39400119
1106,Cedar,32.00578560,0,0,70.99835735
1107,Cedar,53.73057523,1,0,62.77630788
1108,Cedar,44.29590298,1,0,63.42192579
1109,Cedar,41.07363819,1,1,65.83741589
1110,Cedar,37.12017869,0,0,75.95104413
1111,Cedar,59.92558050,0,0,60.99361045
1112,Cedar,56.99269714,0,0,53.58813957
1113,Cedar,27.84862271,1,1,69.53622839
1114,Cedar,59.57866720,1,0,55.76494832
1115,Cedar,36.08246552,0,0,53.92054001
1116,Cedar,35.86804735,1,1,72.46515454
1117,Cedar,46.79224586,1,0,58.73912327
1118,Cedar,51.37029488,0,0,69.04201575
1119,Cedar,38.83071422,0,0,59.08119671
1120,Cedar,64.79352675,1,0,69.39277860
1121,Cedar,57.00849838,0,0,56.82173755
1122,Cedar,64.25751261,0,0,56.98410640
1123,Cedar,68.08171714,1,0,47.27742610
1124,Cedar,38.56266494,0,0,65.60306097
1125,Cedar,32.79437917,0,0,69.11914744
1126,Cedar,32.06142009,1,0,67.01545487
1127,Cedar,68.50422242,1,0,56.22172149
1128,Cedar,36.91175846,0,0,71.16595525
1129,Cedar,44.95587077,0,0,63.60445281
1130,Cedar,36.30342567,1,0,58.99865643
1131,Cedar,32.82272548,1,0,66.49026964
1132,Cedar,52.33740916,0,0,54.55027191
1133,Cedar,32.02160023,1,0,73.21613262
1134,Cedar,61.48025480,1,1,67.20377572
1135,Cedar,36.82747838,1,0,58.17774108
1136,Cedar,41.07849086,0,0,60.46106931
1137,Cedar,34.66947932,1,0,69.21890390
1138,Cedar,29.52014606,0,0,73.19991851
1139,Cedar,45.87256634,0,0,63.80519473
1140,Cedar,55.33886902,1,0,54.87230475
1141,Cedar,40.53215158,1,1,64.87425680
1142,Cedar,41.37228590,0,0,70.77274138
1143,Cedar,49.80535242,1,1,68.60139019
1144,Cedar,64.46104970,0,0,52.12187662
1145,Cedar,38.33170900,0,0,59.53152292
1146,Cedar,48.02103479,1,1,60.67661970
1147,Cedar,49.50796436,0,0,56.45179444
1148,Cedar,33.98183471,0,0,71.16158502
1149,Cedar,52.17384283,0,0,56.40134025
1150,Cedar,43.81079891,0,0,69.78024591
1151,Cedar,46.10032126,1,0,63.53876801
1152,Cedar,51.66727844,0,0,64.96466080
1153,Cedar,47.58231208,1,1,62.58932758
1154,Cedar,44.86723591,1,1,68.92687539
1155,Cedar,42.92884301,0,0,57.31324988
1156,Cedar,49.97834164,1,1,68.32835869
1157,Cedar,55.68122235,0,0,58.29206825
1158,Cedar,53.92559085,1,0,60.81120510
1159,Cedar,52.74043139,0,0,56.26800728
1160,Cedar,39.46145087,1,1,72.90131877
1161,Cedar,45.80273510,0,0,61.59693394
1162,Cedar,43.84367509,0,0,72.08996357
1163,Cedar,60.03972037,0,0,55.12035608
1164,Cedar,50.06298858,0,0,61.07626759
1165,Cedar,51.51070385,0,0,56.70809377
1166,Cedar,49.74530720,1,1,63.14222971
1167,Cedar,30.42455784,1,0,65.32683571
1168,Cedar,48.33546042,0,0,60.24299172
1169,Cedar,36.92562066,0,0,59.03291049
1170,Cedar,30.38491304,1,1,74.48188214
1171,Cedar,48.32886690,0,0,63.21304955
1172,Cedar,59.24328468,1,0,55.34009521
1173,Cedar,53.74151272,1,0,67.63203311
1174,Cedar,61.76651697,0,0,50.65098267
1175,Cedar,59.25597395,1,0,62.90548871
1176,Cedar,41.90107128,1,0,78.05505415
1177,Cedar,40.84890615,0,0,61.74931671
1178,Cedar,44.98554400,1,1,65.87743089
1179,Cedar,58.47704138,0,0,62.35027084
1180,Cedar,48.36943564,1,0,70.53349067
1181,Cedar,42.69490881,1,1,66.43258548
1182,Cedar,36.00328786,1,0,63.85265648
1183,Cedar,60.26101437,0,0,68.02897327
1184,Cedar,35.35400890,1,1,73.70019004
1185,Cedar,42.28364937,1,0,70.06703027
1186,Cedar,48.12094300,1,1,60.74573474
1187,Cedar,60.09917481,0,0,64.60604746
1188,Cedar,36.25470035,1,1,64.29176155
1189,Cedar,40.37239373,0,0,66.32585094
1190,Cedar,38.74452429,0,0,74.03002705
1191,Cedar,41.67719090,1,1,58.24960706
1192,Cedar,54.49360255,1,0,63.51673954
1193,Cedar,42.80320235,0,0,55.47960762
1194,Cedar,41.87123758,1,0,52.44915790
1195,Cedar,34.06413315,1,0,61.54086888
1196,Cedar,45.94001613,1,0,65.41752644
1197,Cedar,33.43265878,0,0,68.59044629
1198,Cedar,58.67158309,0,0,56.72840720
1199,Cedar,31.45905144,0,0,64.31850505
1200,Cedar,49.36716987,1,0,53.47871307
1201,Lake,50.12355750,1,1,67.38190053
1202,Lake,48.14769617,0,0,63.04816902
1203,Lake,44.14042657,0,0,67.41216261
